servierCode,providerCode,geographyCode,sourceChannelCode,nameEn
,202667,011;014;022;040;050,SG_PriScar,CHARLES CHAN HEART CLINIC PTE LTD
,202668,010;090;020;040;050,SG_PriSder,NU.U AESTHETICS & WELLNESS CLINIC
,202669,010;090;020;040;050,SG_PriSsur,SHANKAR SURGERY
,202670,012;015;021;040;050,SG_PriScar,RUTH KAM HEART AND ARRHYTHMIA CLINIC - DR RUTH KAM
,202672,010;090;021;041;050,SG_PriSsur,COSMAS CHEN GENERAL SURGERY & VASCULAR CENTRE P/L
,202683,013;014;021;042;050,SG_GP,HEALTHMARK PIONEER MALL CLINIC
,202684,011;014;022;040;050,SG_PriSend,LEONARD KOH CLINIC PTE LTD
,202692,011;014;022;040;050,SG_PriScar,KH MAK HEART CLINIC PTE LTD - DR MAK KOON HOU
,202693,010;090;020;040;050,SG_GP,ALPHA MEDICAL GROUP PTE LTD C/O SEMBAWANG STATION
,202696,013;015;024;042;050,SG_GP,PARKWAY SHENTON PTE LTD
,202703,010;014;022;040;050,SG_GP,THE MEDICAL PRACTICE PTE LTD -DR KARINA KHO SOO EE
,202812,010;090;020;040;050,SG_GP,MISSION (BUKIT BATOK) MEDICAL CLINIC
,202815,010;090;020;040;050,SG_GP,KARRI PTE LTD
,202819,010;020;040;050;090,SG_GP,RAFFLES MEDICAL GROUP
,202829,013;014;021;040;050,SG_GP,E MEDICAL CLINIC & SURGERY - DR CHIAM YIH HSING
,202837,010;090;023;041;050,SG_PriSsur,PANASIA SURGERY PTE LTD
,202841,010;090;020;040;050,SG_PriSphy,KC ONG CHEST & MEDICAL CLINIC - DR ONG KIAN CHUNG
,202842,010;090;020;040;050,SG_GP,SENJA FAMILY CLINIC
,202844,013;014;021;042;050,SG_GP,HEALTHMARK FAMILY MEDICINE CLINIC
,202846,010;090;020;040;050,SG_PriSder,CORIUM PTE LTD C/O DERMATOLOGY ASSOCIATES PTE LTD
,202848,010;090;023;040;050,SG_PriSgas,W.LUMAN DIGESTIVE AND LIVER CLINIC
,202850,012;014;020;041;050,SG_PriSger,AGE-LINK SPECIALIST CLINIC FOR OLDER PERSONS
,202853,012;014;024;042;050,SG_PriSend,"KEVIN TAN CLINIC FOR DIABETES,THYROID AND HORMONE"
,202859,012;015;024;040;050,SG_GP,THE FAMILY CLINIC @ TOWNER
,202861,010;090;020;041;050,SG_PriSpsy,DR ADRIAN WANG PSYCHIATRIC AND COUNSELLING CARE
,202871,011;014;021;041;050,SG_GP,HEALTHWAY COMPASSVALE CLINIC C/O HEALTHWAY MEDICAL
,202873,011;014;022;040;050,SG_PriScar,KS NG CARDIOLOGY PTE LTD
,202876,013;015;024;042;050,SG_GP,PARKWAY SHENTON PTE LTD
,202878,011;090;022;041;050,SG_GP,CITYHEALTH CLINIC & SURGERY - DR TONG JIA JONG
,202885,010;090;020;040;050,SG_PriSana,THE PAIN SPECIALIST - DR YEO SOW NAM
,202887,010;090;021;042;050,SG_PriSsur,HEAH ENDOSCOPY & PILES CTR (BKT BATOK)
,202924,012;014;021;041;050,SG_GP,NORTHEAST (SIMEI) MEDICAL CENTRE PTE LTD
,202925,011;014;021;041;050,SG_GP,HEALTHWAY MEDICAL GROUP PTE LTD
,202928,010;090;023;040;050,SG_GP,TRINITY FAMILY CLINIC
,202930,011;014;021;041;050,SG_GP,HEALTHWAY PUNGGOL CLINIC
,202932,010;090;024;042;050,SG_PriSphy,PACIFIC HEALTHCARE SPECIALIST CENTRE
,202934,010;090;020;040;050,SG_GP,FRONTIER MEDICAL PTE LTD
,202935,010;014;022;042;050,SG_GP,PROVIDENCE MEDICAL CENTRE PTE LTD
,202939,010;090;020;041;050,SG_PriSpsy,FONES CLINIC - PSYCHOLOGICAL MEDICINE
,202941,010;090;020;040;050;080,SG_GP,ASIA HEALTHPARTNERS PTE LTD
,202944,010;090;020;041;050,SG_PriSgas,CLINIC FOR LIVER & DIGESTIVE DISORDERS PTE LTD
,202951,011;090;023;040;050,SG_GP,LUSUMU FAMILY CLINIC - DR SEAH CHIEW WAN
,202955,011;014;021;041;050,SG_GP,HEALTHWAY MEDICAL CLINIC - AMK
,202957,010;020;041;050;090,SG_GP,RAFFLES MEDICAL GRP LTD-TAMPINESONE
,202958,011;015;020;040;050,SG_GP,BEDOK DAY & NIGHT CLINIC
,202962,012;015;023;040;050;080,SG_PriSend,PETER ENG ENDOCRINE CLINIC PTE LTD
,202967,013;015;024;042;050,SG_GP,PARKWAY SHENTON PTE LTD
,202970,010;090;022;040;050,SG_PriScar,"TAN YONG SENG HEART, LUNG & VASCULAR SURGERY P/L"
,202973,010;090;024;040;050,SG_GP,JOHN CHIAM MEDICAL CLINIC
,202977,010;090;020;040;050,SG_PriSrheu,"ALLERGY, ARTHRITIS AND RHEUMATISM CLINIC"
,202978,010;090;023;042;050,SG_PriSgas,CHUA TJU SIANG PTE LTD
,202989,013;015;024;042;050,SG_GP,PARKWAY SHENTON PTE LTD
,202990,013;015;024;042;050,SG_GP,SHENTON FAMILY MEDICAL CLINIC (YISHUN)
,202991,012;015;023;040;050,SG_PriScar,TAN KOK SOON HEART SPECIALIST CLINIC
,202992,012;015;021;041;050,SG_PriSneu,SIOW NEUROLOGY HEADACHE AND PAIN CENTRE
,203014,010;090;020;040;050;070,SG_PriSonc,MEMBER OF SOC-SOC CLINIC@GLENEAGLES
,203021,012;015;023;040;050,SG_PriSnep,THE SINGAPORE CLINIC FOR KIDNEY DISEASES PTE LTD
,203023,010;020;040;050;090,SG_GP,RAFFLES JAPANESE CLINIC PTE LTD
,203024,010;090;023;040;050,SG_PriH,RAFFLES JAPANESE CLINIC PTE LTD
,203026,013;015;024;042;050,SG_GP,PARKWAY SHENTON PTE LTD
,203028,012;015;023;040;050,SG_PriScar,CARDIOLOGY ASSOCIATES PTE LTD
,203031,011;014;021;041;050,SG_GP,HEALTHWAY WEST COAST CLINIC
,203042,010;090;020;041;050,SG_PriSpsy,KO & KO SPECIALISTS PTE LTD
,203043,010;090;020;040;050,SG_PriSneu,SINGAPORE NEUROLOGY & SLEEP CENTRE
,203045,012;015;021;040;050,SG_PriScar,LIFELINE HEART CENTRE
,203051,010;090;020;040;050,SG_GP,VICTOR'S FAMILY CLINIC
,203053,010;015;020;040;050,SG_GP,CMS MEDICALS PTE LTD
,203055,013;015;020;041;050;080,SG_PriSger,AGE-LINK SPECIALIST CLINIC FOR OLDER PERSONS
,203061,010;090;020;040;050;070,SG_PriSonc,ONCOCARE CANCER CENTRE C/O SOURCELINK MEDICAL
,203065,013;014;021;040;050,SG_GP,ICON MEDICAL CLINIC
,203072,010;090;023;041;050,SG_PriSsur,ERIC GAN SURGERY
,203077,010;090;024;042;050,SG_PriSsur,HEAH COLORECTAL ENDOSCOPY AND PILES CENTRE
,203078,012;014;022;040;050,SG_GP,DRS CHUA & PARTNERS ( ALEXANDRA VILLAGE )
,203084,010;090;021;041;050,SG_PriSsur,THE COLORECTAL CLINIC PTE LTD
,203096,010;090;020;040;050,SG_GP,KEMBANGAN (ST) MEDICAL CENTRE
,203101,013;090;023;040;050,SG_PriH,RAFFLES JAPANESE CLINIC PTE LTD
,203105,010;090;020;040;050,SG_PriSeye,ANG KOH ONG & YEOH PTE LTD
,203109,010;090;020;040;050,SG_PriSog,GYNAEMD WOMEN'S & REJUVENATION CLINIC
,203112,010;090;020;041;050,SG_PriSpsy,NOVENA PSYCHIATRY CLINIC
,203115,013;015;023;041;050,SG_PriScar,TCI CARDIOLOGY PTE LTD C/O NOVENA HEART CTR
,203132,010;020;040;050;090,SG_GP,RAFFLES MEDICAL GROUP
,203146,010;090;020;040;050,SG_PriSort,HC CHANG ORTHOPAEDIC SURGERY P/L
,203149,013;014;023;041;050;080,SG_PriH,RAFFLES MEDICAL GROUP
,203161,010;090;021;040;050,SG_GP,ZAM FAMILY CLINIC
,203167,013;015;024;042;050,SG_GP,PARKWAY SHENTON PTE LTD
,203190,012;090;024;040;050,SG_GP,MY FAMILY CLINIC (TPY) PTE LTD
,203191,010;090;020;040;050,SG_PriSsur,THE PAIN RELIEF CLINIC PTE LTD
,203196,010;090;024;040;050,SG_GP,PROHEALTH MEDICAL GROUP @ BUANGKOK P/L
,203199,010;090;020;040;050,SG_PriSres,PHILIP ENG RESPIRATORY & MEDICAL CLINIC
,203207,010;090;020;041;050,SG_PriSpae,"DR WARREN LEE'S PAEDIATRICS, GROWTH & DIABETES CTR"
,203210,010;090;023;042;050,SG_PriSsur,NY WONG SURGERY
,203212,010;090;020;040;050,SG_PriSana,SINGAPORE PAINCARE CENTER
,203217,010;090;020;040;050,SG_PriSonc,CANCER CENTRE PTE LTD
,203239,010;090;020;040;050;080,SG_PriSphy,FRONTIER SPECIALIST CENTRE PTE LTD
,203241,011;014;022;040;050,SG_PriSnep,SH TAN KIDNEY AND MEDICAL CLINIC PTE LTD
,203244,013;015;023;041;050,SG_PriSend,SOON DIABETES THYROID AND ENDOCRINOLOGY CLINIC
,203248,010;014;022;041;050;080,SG_PriSgas,THE S'PORE GASTROENTEROLOGY & LIVER INTERNIST CTR
,203250,011;014;022;040;050,SG_PriScar,ASIAN HEART & VASCULAR CENTRE
,203258,012;015;024;042;050,SG_PriSphy,SINGAPORE MEDICAL SPECIALISTS CENTRE PTE LTD
,203270,010;090;020;040;050,SG_PriSonc,THOMSON WOMEN CANCER CENTRE PTE LTD
,203275,013;014;021;040;050,SG_GP,CLOVER MEDICAL CLINIC PTE LTD
,203280,010;020;040;050;090,SG_GP,RAFFLES MEDICAL GROUP
,203286,012;014;024;040;050,SG_GP,SEMBAWANG MART MEDICAL CENTRE
,203345,010;090;021;040;050,SG_GP,LEE FAMILY CLINIC PTE LTD
,203346,011;014;022;040;050,SG_PriScar,HEART PARTNERS PTE LTD
,203353,010;020;042;050;090,SG_GP,RAFFLES MEDICAL GROUP LTD - SIXTH AVENUE
,203369,010;090;024;040;050,SG_PriSog,DR YEOH SWEE CHOO PTE LTD C/O THE OBSTETRICS AND
,203372,011;014;021;041;050,SG_GP,HEALTHWAY MEDICAL CLINIC - HOLLAND DRIVE
,203374,010;020;040;050;090,SG_GP,RAFFLES MEDICAL GROUP LTD - CHANGI BUSINESS PARK
,203376,013;090;020;040;050,SG_GP,"DRS KOO, FOK & ASSOCIATES (PIONEER)P/L"
,203382,010;090;024;040;050,SG_GP,HEALTHBRIDGE FAMILY CLINIC
,203384,010;090;020;040;050,SG_GP,CLINIC @ THE SAIL
,203387,010;090;022;040;050,SG_GP,JADE MEDICAL CLINIC PTE LTD
,203388,010;090;020;042;050,SG_PriSpsy,THE PSYCOLOGICAL WELLNESS CENTRE
,203389,010;090;020;040;050,SG_GP,PRISTINE MEDICAL CLINIC
,203393,012;015;021;040;050,SG_PriScar,NOBEL HEART CENTRE
,203394,010;090;020;041;050,SG_PriSpsy,NOBEL PSYCHOLOGICAL WELLNESS CLINIC
,203395,010;090;024;040;050,SG_GP,PROHEALTH MEDICAL GROUP @ FERNVALE PTE LTD
,203403,010;090;020;040;050;080,SG_PriSort,ORTHOPAEDIC INTERNATIONAL
,203405,012;090;024;040;050,SG_GP,MEDLIFE CLINIC & SURGERY PTE LTD
,203406,010;090;020;040;050,SG_PriSphy,INTERNATIONAL CHILD & ADOLESCENT CLINIC (ICAC)
,203408,013;090;022;040;050,SG_GP,DUBLIN CLINIC PTE LTD
,203411,010;090;020;040;050,SG_PriSpae,NOVENA CHILDREN CLINIC PTE LTD
,203418,010;090;020;040;050,SG_PriSpae,INTERNATIONAL CHILD & ADOLESCENT CLINIC
,203419,010;090;024;042;050,SG_PriSsur,BS OOI COLORECTAL SURGERY PTE LTD
,203424,011;014;022;041;050,SG_PriSnep,ROGER KIDNEY CLINIC
,203432,010;090;024;042;050,SG_PriSgas,"ANDREA'S DIGESTIVE, COLON, LIVER & GALLBLADDER"
,203437,010;090;020;041;050,SG_PriSpsy,NOBEL PHYCHOLOGICAL WELLNESS CLINIC
,203438,012;015;024;040;050,SG_GP,ONEDOCTORS (AMK) PTE LTD
,203452,011;090;023;040;050,SG_GP,CLINIC @ COSTA
,203453,012;015;022;040;050,SG_GP,THE CLINIC @ ONE GEORGE STREET
,203455,012;015;024;042;050,SG_GP,SHENTON FAMILY MEDICAL CLINIC (ANG MO KIO)
,203459,012;015;023;042;050,SG_PriScar,THE HEART SPECIALISTS MEDICAL GROUP C/O EH HEART
,203465,013;015;024;042;050,SG_GP,SHENTON FAMILY MEDICAL CLINIC (CLEMENTI)
,203466,013;015;024;042;050,SG_GP,SHENTON FAMILY MEDICAL CLINIC (DUXTON)
,203467,012;014;024;042;050,SG_PriScar,HEART MATTERS MEDICAL CTR. PTE LTD
,203471,010;090;023;040;050;080,SG_PriSog,ISLAND ORTHOPAEDIC CONSULTANTS PTE LTD
,203476,010;090;024;040;050,SG_GP,HEALTHWERKZ MEDICAL CTR@ORCHARD C/O AMELIO MEDICAL CLINIC P/L
,203478,012;015;023;040;050,SG_PriScar,LIM ING HAAN CARDIOLOGY PTE LTD
,203482,012;015;020;040;050,SG_GP,CHUA MEDICO CLINIC LLP
,203489,010;090;023;042;050,SG_PriSsur,NEXUS SURGICAL ASSOCIATES PTE LTD
,203491,010;090;021;040;050,SG_GP,DR CHUA'S FAMILY CLINIC
,203496,011;014;022;040;050,SG_PriScar,ASIAN HEART & VASCULAR CENTRE
,203497,010;090;024;042;050,SG_PriSsur,THE VASCULAR & GENERAL SURGERY CENTRE
,203502,012;015;024;040;050;080,SG_GP,DR JITEN & CAROLINE MEDICAL CENTRE + X-RAY
,203503,012;090;022;040;050,SG_GP,MINT MEDICAL CENTRE - DR DORA CHEONG
,203508,012;090;024;040;050,SG_GP,ONEDOCTORS MEDICAL CENTRE - DR SOH WAH NGEE
,203514,010;020;040;050;090,SG_GP,RAFFLES MEDICAL GROUP LTD - SERANGOON CENTRAL
,203518,010;090;022;041;050,SG_PriSsur,KH NG COLORECTAL & MINIMALLY INVASIVE SURGERY
,203519,013;015;024;042;050,SG_GP,PARKWAY SHENTON PTE LTD
,203520,012;014;021;041;050,SG_GP,NEX HEALTHCARE PTE LTD
,203521,010;090;024;042;050,SG_PriSsur,HO KOK SUN COLORECTAL PTE LTD
,203522,010;090;023;041;050,SG_PriSpsy,WINSLOW CLINIC
,203523,010;090;024;040;050,SG_GP,KENSINGTON FAMILY CLINIC (SERANGOON) GARDENS) P/L
,203524,013;014;020;040;050,SG_GP,DR HELEN TAN CLINIC C/OWELLCHEM SG_PHARMACEUTICALS PL
,203525,010;090;020;040;050,SG_GP,HEALTHWERKZ MEDICAL GROUP PTE LTD HEALTHWERKZ MEDICAL CENTRE
,203529,010;090;023;040;050,SG_GP,THE MEDICAL AND AESTHETIC CLINIC PTE LTD
,203533,011;014;021;041;050,SG_GP,HEALTHWAY JAPANESE MEDICAL CENTRE
,203542,012;014;024;040;050,SG_PriSsur,THE KIDNEY CLINIC PTE LTD
,203544,010;014;022;040;050,SG_GP,TRINITY MEDICAL PTE LTD
,203548,010;090;024;040;050,SG_GP,PROHEALTH MEDICAL GROUP @ LRT FERNVALE P
,203552,010;090;020;040;050,SG_GP,SAGEMED PTE LTD
,203579,010;090;020;040;050,SG_PriSsur,HEART LUNG & VASCULAR CTR. PTE LTD
,203581,010;020;040;050;090,SG_GP,RAFFLES MEDICAL GROUP PTE LTD - ASIA SQUARE TOWER
,203582,012;015;024;040;050,SG_PriScar,TSQUARED CARDIOLOGY & INTERNAL MEDICINE CLINIC P/L
,203585,012;015;022;040;050,SG_GP,THE CLINIC @ CAMPUS PTE LTD
,203591,010;090;020;040;050,SG_GP,HILL SPRING MEDICAL LLP
,203594,012;015;024;041;050;080,SG_GP,SHENTON FAMILY MEDICAL CLINIC (TOWNER)
,203605,010;090;022;041;050,SG_PriSsur,LIM JIT FONG COLORECTAL CENTRE PTE LTD
,203608,011;014;021;041;050,SG_GP,HEALTHWAY MEDICAL CLINIC
,203609,011;014;021;041;050,SG_GP,HEALTHWAY MEDICAL CLINIC
,203610,010;090;022;041;050,SG_PriSsur,QUAH HAK MIEN COLORECTAL CENTRE PTE LTD
,203611,013;015;024;042;050,SG_GP,PARKWAY SHENTON PTE LTD
,203619,010;090;024;042;050,SG_PriSsur,THE VEIN CLINIC & SURGERY PTE LTD
,203620,010;090;020;040;050,SG_GP,HEALTHCARE (RAILMALL) PTE LTD
,203622,010;090;020;040;050,SG_GP,THE WELLNESS CLINIC P/L- DR KRISHNASWAMY RAM
,203624,010;020;040;050;090,SG_GP,RAFFLES MEDICAL GROUP LTD - CHANGI CITY POINT
,203625,010;020;040;050;090,SG_GP,RAFFLES MEDICAL GROUP LTD - EAST COAST
,203626,013;015;022;042;050,SG_GP,DRS BAIN & PARTNERS
,203628,013;015;024;042;050,SG_GP,PARKWAY SHENTON P/L - JURONG POINT
,203631,012;015;023;042;050,SG_PriSend,"DANIEL WAI DIABETES, THYROID AND HORMONE CLINIC"
,203633,010;090;020;040;050,SG_GP,PARSONS MEDICAL CLINIC PTE LTD
,203635,012;015;024;040;050;080,SG_GP,KI MEDICAL CLINIC PTE LTD
,203638,013;090;021;040;050,SG_GP,PHOENIX MEDICAL GROUP PTE LTD
,203650,010;090;023;041;050,SG_PriSgas,DESMOND WAI LIVER & GASTROINTESTINAL DISEASE CTR
,203652,010;020;090;040;050,SG_PriSort,ALPHA JOINTS & ORTHOPAEDIC PTE LTD
,203653,011;014;022;040;050,SG_PriSnep,T G NG KIDNEY & MEDICAL CTR.
,203654,010;090;022;041;050,SG_PriSgas,GI ASSOCIATES GASTROENTEROLOGY
,203655,012;090;024;040;050,SG_GP,E MEDICAL CLINIC & SURGERY (TOA PAYOH)
,203658,010;090;024;040;050,SG_GP,ONEDOCTORS (HV) PTE LTD
,203661,011;015;020;040;050,SG_GP,TAY CLINIC
,203662,010;020;042;050;090,SG_GP,RAFFLES MEDICAL GROUP
,203671,010;090;023;041;050,SG_PriSsur,COLORECTAL CLINIC ASSOCIATES PTE LTD
,203673,013;090;021;040;050,SG_GP,CARING FAMILY CLINIC PTE LTD
,203676,010;090;024;040;050,SG_GP,PROHEALTH MEDICAL GROUP @ PUNGGOL DAMAI P/L
,203679,011;014;022;041;050,SG_PriScar,THE HARLEY STREET CLINIC SINGAPORE PTE LTD
,203680,010;090;023;041;050,SG_PriSgas,YIM GASTROENTEROLOGY LIVER & ENDOSCOPY CTR
,203687,010;090;020;040;050,SG_PriSgas,CLINIC FOR DIGESTIVE SURGERY
,203689,011;014;020;040;050,SG_GP,JURONG DAY & NIGHT CLINIC PTE LTD
,203691,012;014;024;042;050,SG_PriScar,NAIR CARDIAC MEDICAL SPECIALIST CTR
,203695,010;090;023;040;050,SG_PriSsur,ME NOVENA SPECIALIST GROUP PTE LTD
,203698,011;090;023;040;050,SG_GP,ACCESS MEDICAL PTE LTD
,203703,010;090;023;041;050,SG_PriSsur,TSP CLINICS PTE LTD
,203708,010;090;020;040;050,SG_GP,HALLEY MEDICAL PTE LTD
,203712,010;090;020;040;050;070,SG_PriSonc,ONCOCARE CANCER CENTRE C/O SOURCELINK MEDICAL
,203729,010;090;020;040;050;080,SG_PriSort,ORTHOPAEDIC AND SPINE CLINIC PTE LTD
,203733,012;015;021;040;050,SG_GP,IFC BEDOK PTE LTD
,203734,010;090;020;040;050,SG_PriSgas,CHUATJUSIANG GASTROINTESTINALENDO- SCOPY&LIVERCTR - GASTROMED P/L
,203737,013;015;024;042;050,SG_GP,PARKWAY SHENTON P/L- SENGKANG CTRAL
,203742,012;015;024;040;050,SG_GP,TRINITY MEDICAL (PUNGGOL) PTE LTD
,203743,010;090;020;040;050,SG_GP,DOC ZENG MEDICAL CLINIC - DR ZENG TAO
,203745,010;015;024;040;050,SG_GP,ONEDOCTORS HEALTHCARE PTE LTD
,203748,010;090;020;041;050,SG_PriSpsy,DR BL LIM CENTRE FOR PSYCHOLOGICAL WELLNESS P/L
,203750,011;014;021;041;050,SG_GP,HEALTHWAY MEDICAL CLINIC- PUNGGOL PLACE
,203752,013;015;024;042;050,SG_GP,PARKWAY SHENTON P/L- 2 CHANGI BUSINESS PARK
,203762,011;015;020;040;050,SG_GP,WAN MEDICAL CLINIC
,203772,013;015;024;042;050,SG_GP,PARKWAY SHENTON PTE LTD
,203773,013;015;024;042;050,SG_GP,PARKWAY SHENTON PTE LTD - UPPER CHANGI ROAD NORTH
,203774,013;015;024;042;050,SG_GP,PARKWAY SHENTON PTE LTD - UPPER CHANGI ROAD NORTH
,203780,010;090;020;040;050,SG_PriSpae,INTERNATIONAL BABY CHILD & ADOLESCENT CLINIC
,203793,012;090;020;040;050,SG_GP,LENS MEDICAL GROUP PTE LTD
,203794,011;014;022;040;050;070,SG_PriScar,THE HARLEY STREET CLINIC HEART AND CANCER CENTRE
,203798,010;090;020;040;050,SG_PriSonc,NOVENA CANCER CENTRE PTE LTD
,203802,012;015;022;040;050,SG_GP,THE CLINIC @ FUSIONOPOLIS PTE LTD
,203803,010;090;020;040;050,SG_GP,ETERN MEDICAL PUNGGOL PTE LTD
,203806,013;090;023;040;050,SG_PriSend,THE ENDOCRINE CLINIC @ NOVENA PTE LTD
,203809,013;015;024;042;050,SG_GP,PARKWAY SHENTON P/L- DR ONG LI LING
,203818,010;090;020;040;050,SG_PriSana,SINGAPORE PAIN CLINIC PTE LTD
,203819,012;014;024;040;050;080,SG_GP,PROVIDENCE CLINIC @REDHILL
,203828,010;090;021;041;050,SG_PriSsur,THE COLORECTAL CLINIC PTE LTD
,203833,011;015;023;040;050,SG_GP,TRINITY MEDICAL GROUP PTE LTD
,203834,010;090;024;040;050,SG_GP,PROHEALTH MEDICAL GROUP @ PUNGGOL SPECTRA P/L
,203885,010;090;020;040;050,SG_PriSog,BREASTCARE SURGERY PTE LTD
,203887,010;090;022;040;050,SG_GP,NICHII INTERNATIONAL CLINIC PTE LTD
,203889,010;020;040;050;090,SG_GP,RAFFLES MEDICAL GROUP LTD - WHITE SANDS
,203896,010;090;020;040;050,SG_PriSphy,CHEST AND INTERNAL MEDICAL CLINIC PTE LT
,203900,010;090;020;041;050,SG_PriSgas,GUTCARE NOVENA
,300001,010;020;040;050;090,SG_PriH,PARKWAY HOSPITALS SINGAPORE PTE LTD - ES
,300002,010;020;040;050;090,SG_PriH,PARKWAY HOSPITALS SINGAPORE PTE LTD - GMC
,300005,010;020;040;050;090;080,SG_PriH,MOUNT ALVERNIA HOSPITAL
,300006,010;020;040;050;090;080,SG_PriH,PARKWAY HOSPITALS SINGAPORE PTE LTD - MEMC
,300007,010;090;020;040;050,SG_PriH,ST ANDREW'S COMMUNITY HOSPITAL
,300009,012;015;021;040;050,SG_PriH,THOMSON MEDICAL CENTRE LIMITED
,300025,030;040;050;060;080,SG_PubH,KANDANG KERBAU WOMEN'S AND CHILDREN'S HOSPITAL
,300040,010;090;020;040;050;080,SG_PriH,ST. LUKE'S HOSPITAL FOR THE ELDERLY LTD
,300064,010;020;040;050;090;080,SG_PriH,WEST POINT FAMILY HOSPITAL PTE LTD
,300076,010;020;040;050;090;070,SG_PriH,PARKWAY HOSPITALS SINGAPORE PTE LTD C/O PARKWAY CANCER CTR.
,300077,010;020;040;050;090,SG_PriH,PARKWAY HOSPITALS SINGAPORE PTE LTD C/O PARKWAY CANCER CTR.
,300118,010;023;040;050;090,SG_PriH,PARKWAY HOSPITALS SINGAPORE PTE LTD
,300121,010;020;040;050;090;070,SG_PriH,PARKWAY HOSPITALS SINGAPORE PTE LTD
,400001,010;020;040;050;090,SG_Pharm,ALCARE SG_PHARMACEUTICAL PTE LTD
,400002,012;015;021;042;050,SG_GP,A.M. SG_PHARMACY (PTE) LTD
,400032,010;020;040;050;090,SG_Pharm,PAN-MALAYAN SG_PHARMACEUTICALS PTE LTD
,400034,010;020;040;050;090,SG_Pharm,PRINCETON SG_PHARMACY PTE LTD
,400050,012;015;021;042;050,SG_GP,H C P PTE LTD
,400099,010;020;040;050;090;021;022;023;024;080,SG_Pharm,NTUC HEALTHCARE SG_PHARMACY
,400101,031;041;050;035;040;070;030,SG_PubH,SINGAPORE GENERAL HOSPITAL
,400107,010;020;040;050;090,SG_Pharm,ESSENTIALS SG_PHARMACY
,400127,010;020;040;050;090,SG_Pharm,ALCHEMY PHARMACY
,400140,034;040;050;036;030,SG_PubH,NATIONAL HEALTHCARE GROUP SG_PHARMACY
,400141,034;040;050;036;030,SG_PubH,NATIONAL HEALTHCARE GROUP SG_PHARMACY
,400143,034;040;050;036;030,SG_PubH,NATIONAL HEALTHCARE GROUP SG_PHARMACY
,400144,034;040;050;036;030,SG_PubH,NATIONAL HEALTHCARE GROUP SG_PHARMACY
,400145,034;040;050;036;030,SG_PubH,NATIONAL HEALTHCARE GROUP SG_PHARMACY
,400146,034;040;050;036;030,SG_PubH,NATIONAL HEALTHCARE GROUP SG_PHARMACY
,400147,034;040;050;036;030,SG_PubH,NATIONAL HEALTHCARE GROUP SG_PHARMACY
,400153,033;032;042;050;040;030,SG_PubH,NATIONAL UNIVERSITY HOSPITAL (S) PTE LTD - RETAIL SG_PHARMACY
,400156,033;032;042;050;040;030,SG_PubH,TAN TOCK SENG HOSPITAL
,400157,033;032;041;050;040;030,SG_PubH,CHANGI GENERAL HOSPITAL PTE LTD
,400170,010;024;090;040;050,SG_Pharm,JOYSON PTE LTD
,400181,010;020;040;050;090,SG_GP,MHC HEALTHCARE PTE LTD
,400185,034;040;050;036;030,SG_PubH,NATIONAL HEALTHCARE GROUP SG_PHARMACY
,400191,034;040;050;036;030,SG_PubH,NATIONAL HEALTHCARE GROUP SG_PHARMACY
,400194,010;020;040;050;090,SG_Pharm,ALLIANCE SG_PHARM PTE LTD
,500047,010;020;021;022;023;024;040;050;090,SG_Pharm,MEDIC DRUGSTORE PTE LTD
,500102,010;020;040;050;090;021;022;023;024,SG_Pharm,NTUC FP LTD - MP
,500116,010;020;040;050;090;021;022;023;024,SG_Pharm,NTUC FP LTD - BEDOK NORTH
,500266,010;020;021;022;023;024;040;050;090,SG_Pharm,CHONG HOE CHINESE MEDICAL STORE PTE LTD
,501160,010;020;040;050;090,SG_GP,HUB MEDICAL DRUGSTORE PTE LTD
,501401,010;020;040;050;090,SG_Pharm,P & L SG_PHARMACY PTE LTD
,501531,010;020;040;050;090;021;022;023;024,SG_Pharm,NTUC FP LTD - BTP
,501696,013;015;024;042;050,SG_GP,PARKWAY SHENTON PTE LTD
,501806,010;020;040;050;090,SG_Pharm,APEX SG_PHARMA MARKETING PTE LTD
,502251,010;020;040;050;090;021;022;023;024,SG_Pharm,NTUC FP LTD - 420 AMK HYPERMART
,800011,011;015;023;040;050,SG_GP,LEE CLINIC - DR PRISCILLA LIM
,800468,010;020;021;022;023;024;040;050;090,SG_Pharm,THYE HIN HOE MEDICAL HALL
,801898,010;015;020;040;050,SG_GP,DRS.LIM HWANG & LIANG PTE LTD
,802089,010;014;020;040;050,SG_GP,S&L FAMILY CLINIC - DR SIU YOUNG TONG
,802480,012;015;020;040;050,SG_GP,UNITED FAMILY CLINIC - DR NG CHOON HEE
,802792,011;015;023;040;050,SG_GP,BOK FAMILY CLINIC - DR BOK TECK SUN
,802800,010;090;020;040;050,SG_GP,W.P. SIM FAMILY CLINIC & SURG - DR SIM WEE PENG
,802865,010;090;020;040;050,SG_GP,AMERICAN INTERNATIONAL CLINIC P/L- DR ZAKOWICH
,803306,013;014;021;040;050,SG_GP,JL MEDICAL(YEW TEE)P/L- DR OOI C/O TEMASEK MEDICAL CENTRE
,803589,011;014;021;041;050,SG_GP,SILVER CROSS
,803848,010;090;020;040;050;080,SG_PriSort,OSTEOPOROSIS CL & ORTHOPAEDIC SURG - DR S T LEE
,804152,013;014;021;042;050,SG_GP,EASTERN CLINIC & SURGERY P/L - DR TAN CHIN HOR
