rowId,code,_name,_address1,_address2,_postalCode,types,name,formattedAddress,postalCode,latitude,longitude,score
299,201291,81 FAMILY CLINIC- DR MANINDER SINGH SHAHI,BLOCK 86 MARINE PARADE CENTRAL,#01-670,440086,"[""establishment"",""health"",""point_of_interest""]",81 Family Clinic,"86 Marine Parade Central, #01-670, Singapore 440081",440081,1.3018055,103.906943,1.0
300,201292,CHANG CLINIC & SURGERY- DR STEPHEN C S CHANG,BLOCK 7 EVERTON PARK,#01-21,080007,"[""establishment"",""health"",""point_of_interest""]",Chang Clinic & Surgery,"Everton Park, #01- 21 Block 7, Singapore 080007",080007,1.2770881,103.8392427,0.0
301,201303,SILVER CROSS HEALTHCARE P/L-DR BELINDA WEE GEOK,BLOCK 163 LORONG 1 TOA PAYOH,#01-1014,310163,"[""subpremise""]","163 Lor 1 Toa Payoh, 01","163 Lor 1 Toa Payoh, 01, Singapore 310163",310163,1.3320706,103.8440377,1.0
302,201307,FAMILY HEALTHCARE CL & SURG- DR LEE CHEONG CHENG,BLOCK 151 SERANGOON NORTH AVE 2,#01-35,550151,"[""establishment"",""general_contractor"",""home_goods_store"",""point_of_interest"",""store""]",Cheong Cheng Renovation & Carpentry Work,"280 Woodlands Ind Park E5 #08-12/13 (Lobby 2, Harvest @ Woodlands, Singapore 757322",757322,1.4511074,103.7916515,1.4142135
303,201308,WOODLANDS FAMILY CLINIC- DR TAN BENG TECK,BLOCK 305 WOODLANDS ST. 31,#01-85,730305,"[""establishment"",""health"",""point_of_interest""]",Woodlands Family Clinic,"305 Woodlands Street 31, Singapore 730305",730305,1.430203,103.7741456,0.0
304,201309,CHENG JUN GASTROENTEROLOGY & MED CL- DR CHENG JUN,3 MOUNT ELIZABETH,#15-06 MT ELIZABETH MEDICAL CTR.,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Dr Cheng Jun,"Mount Elizabeth, #15-06 3, Singapore 228510",228510,1.3055915,103.8354837,0.0
305,201310,HEALTHPOINT FAMILY CLINIC-DR.SARANI OMAR/DR.WONG M,BLOCK 48 TANGLIN HALT RD.,#01-337,142048,"[""establishment"",""health"",""point_of_interest""]",Healthpoint Family Clinic & Surgery,"48 Tanglin Halt Rd, Singapore 142048",142048,1.3009476,103.7979729,0.0
306,201312,EVERHEALTH MEDICAL CTR-DR WONG MING,BLOCK 540 HOUGANG AVENUE 8,#B1-1235,530540,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Everhealth Medical Centre,"540 Hougang Ave 8, Block 540, Singapore 530540",530540,1.3778896,103.8912724,0.0
307,201313,FAMILY HEALTH MEDICAL CTR- DR VIDA CHOU,BLOCK 226G ANG MO KIO ST. 22,#01-681,567226,"[""establishment"",""health"",""point_of_interest""]",Family Health Medical Centre,"226G Ang Mo Kio Ave 1, #01-681, Singapore 567226",567226,1.366817,103.8398471,0.0
308,201315,COUGH & CHEST SPECIALIST P/L-DR CHAN TIONG BENG,3 MOUNT ELIZABETH,#17-02 MOUNT ELIZABETH MEDICAL CENTRE,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Cough & Chest Specialist,"3 Mount Elizabeth, #17-02 Medical Centre, Singapore 228510",228510,1.3055915,103.8354837,0.0
309,201318,MAY MEDICAL CLINIC & SURGERY P/L-DR NG MAY MEI,BLOCK 41 HOLLAND DRIVE,#01-19,270041,"[""establishment"",""health"",""point_of_interest""]",May Medical Clinic & Surgery,"Block 41 Holland Drive, #01-19, Singapore 270041",270041,1.307514,103.7936377,0.0
310,201319,B S CHEW CLINIC - DR CHEW BAN SOON,BLOCK 252 JURONG EAST ST. 24,#01-109,600252,"[""establishment"",""health"",""point_of_interest""]",B S Chew Clinic,"252 Jurong East St 24, #01-109, Singapore 600252",600252,1.3435616,103.7383685,0.0
311,201320,SIMS DRIVE MEDICAL CLINIC- DR LIM CHIEN CHUAN,BLOCK 53 SIMS PLACE,#01-174,380053,"[""establishment"",""health"",""point_of_interest""]",Sims Drive Medical Clinic,"53 Sims Place, 01-174, Sims Vista, Singapore 380053, 01-174, Sims Vista, Singapore 380053",380053,1.3181152,103.8799999,0.0
312,201324,JL MEDICAL(BKT BATOK)P/L-DR JANET LEE YENG FEN,BLOCK 413 BUKIT BATOK WEST AVE 4,#01-214,650413,"[""subpremise""]","1 Bukit Batok West Ave 4, BLOCK 413","1 Bukit Batok West Ave 4, BLOCK 413, Singapore",650413,1.3646782,103.7474298,1.4142135
313,201329,LOW MEDICAL CLINIC - DR LOW KEE HWA,BLOCK 67 KALLANG BAHRU,#01-447,330067,"[""establishment"",""health"",""point_of_interest""]",Low Medical Clinic,"#01-447, 67 Kallang Bahru, Singapore 330067",330067,1.321935,103.869274,0.0
314,201330,FAMILY HEALTH CLINIC & SURGERY P/L-DR WONG TED MIN,BLOCK 2 BALESTIER RD.,#01-651 BALESTIER HILL SHOPPING CTR,320002,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Family Health Clinic & Surgery,"2 Balestier Rd, #01-651, Singapore 320002",320002,1.325893,103.8429309,0.0
315,201331,B T GOH FAMILY CLINIC & SURGERY- DR GOH BEE TENG,BLOCK 194 KIM KEAT AVENUE,#01-406,310194,"[""establishment"",""health"",""point_of_interest""]",B T Goh Family Clinic & Surgery,"194 Kim Keat Ave, Singapore 310194",310194,1.330951,103.858203,0.0
316,201335,MY FAMILY DOCTOR- DR CHONG BICK YEW,BLOCK 330 ANG MO KIO AVENUE 1,#01-1803 CLOSED ON WEDNESDAY EVENING,560330,"[""establishment"",""health"",""point_of_interest""]",Healthway Medical (Ang Mo Kio Ave 1),"330 Ang Mo Kio Ave 1, #01-1803, Singapore 560330",560330,1.3626751,103.850701,0.0
317,201336,AR-RAUDHAH MEDICAL CLINIC-DR AMIR ADHHA B.ABDULLAH,BLOCK 372 BUKIT BATOK ST. 31,#01-386,650372,"[""establishment"",""health"",""point_of_interest""]",Ar-Raudhah Medical Clinic,"372 Bukit Batok Street 31, #01-386, Singapore 650372",650372,1.3587254,103.7510736,0.0
318,201338,DOCTOR JAY MEDICAL CTR- DR LIM JIUN JYE,115 KILLINEY RD.,,239553,"[""establishment"",""health"",""point_of_interest""]",Doctor Jay Medical Centre,"115 Killiney Rd, Singapore 239553",239553,1.2980019,103.8387099,0.0
319,201341,"DRS KOO,LOH & ASSOCIATES P/L-DR CAROLYN LOH YL",BLOCK 152 YUNG HO RD.,#B1-03,610152,"[""establishment"",""health"",""point_of_interest""]",Drs Koo Loh & Associates (Pte) Ltd,"152 Yung Ho Rd, Block 152, Singapore 610152",610152,1.3270185,103.7207221,0.0
320,201343,THE BISHAN FAMILY DOCTORS- DR CHUA BEE HONG,BLOCK 283 BISHAN ST. 22,#01-181,570283,"[""doctor"",""establishment"",""health"",""point_of_interest""]",The Bishan Family Doctors,"283 Bishan Street 22, #01-181, Singapore 570283",570283,1.358915,103.844828,0.0
321,201348,THE ARCADIA CLINIC- DR LIM CHUNG KHEE,2 PANDAN VALLEY,#01-211 ACACIA COURT,597626,"[""establishment"",""health"",""point_of_interest""]",Arcadia Clinic,"2 Pandan Valley, #01-211, Singapore 597626",597626,1.3205015,103.779316,0.0
322,201355,CHIN LEONG CLINIC-DR TAN CHIN LEONG,BLOCK 517 WEST COAST RD.,#01-555,120517,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Chin Leong Clinic,"01- 555, 517 W Coast Rd, Singapore 120517",120517,1.3077417,103.7601879,0.0
323,201358,SINGAPORE WOMEN'S CLINIC- DR CHAN CHI KIONG,BLOCK 352 CLEMENTI AVENUE 2,#01-127,120352,"[""establishment"",""health"",""point_of_interest""]",Singapore's Women's Clinic Clementi,"352 Clementi Ave 2, Singapore 120352",120352,1.3143894,103.77165,0.0
324,201359,C K TAN FAMILY CLINIC & SURGERY- DR SERENE TAN,BLOCK 125 LORONG 1 TOA PAYOH,#01-537,310125,"[""establishment"",""health"",""point_of_interest""]",C K Tan Family Clinic & Surgery,"125 Lor 1 Toa Payoh, #01-537 Block 125, Singapore 310125",310125,1.338337,103.845617,0.0
325,201365,LER CLINIC & SURGERY- DR LER GEE BUEH,BLOCK 835 TAMPINES ST 83,#01-10,520835,"[""establishment"",""health"",""point_of_interest""]",Ler Clinic & Surgery,"835 Tampines Street 83, Singapore 520835",520835,1.3510837,103.9338123,0.0
326,201367,CHEN FAMILY CLINIC- DR CHEN SZE SIN,BLOCK 153 SERANGOON NORTH AVE 1,#01-490,550153,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Chen Family Clinic,"153 Serangoon North Ave 1, #01-490, Singapore 550153",550153,1.3701699,103.8723007,0.0
327,201368,326 AVENUE 3 CLINIC-DR WONG KAM WAH,BLOCK 326 SERANGOON AVENUE 3,#01-382,550326,"[""establishment"",""health"",""point_of_interest""]",326 Avenue 3 Clinic,"326 Serangoon Ave 3, Singapore 550326",550326,1.3503829,103.86899,0.0
328,201370,NEWLIFE FAMILY CLINIC & SURGERY- DR LIM LEE KIANG,BLOCK 61 TEBAN GARDEN RD.,#01-20,600061,"[""establishment"",""health"",""point_of_interest""]",Newlife Family Clinic & Surgery,"61 Teban Gardens Rd, #01-20, Singapore 600061",600061,1.3220178,103.7384651,0.0
329,201382,CLINICAL ASSOCIATES MEDICAL CTR-DR KAN SIEW YOONG,BLOCK 137 TECK WHYE LANE,#01-313,680137,"[""establishment"",""health"",""pharmacy"",""point_of_interest"",""store""]",Clinical Associates Medical Center,"137 Teck Whye Ln, Singapore 680137",680137,1.3799414,103.7522181,0.0
330,201384,PUBLIC MEDICAL CLINIC & SURGERY- DR WONG CHOO MOK,BLOCK 664 YISHUN AVENUE 4,#01-275,760664,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Public Medical Clinic & Surgery,"664 Yishun Ave 4, #01-275 Block 664, Singapore 760664",760664,1.420297,103.841045,0.0
331,201388,THE CHUNGKIAW FAMILY PRACTICE P/L-DR KEVIN KOH,AMK THYE HUA KUAN HOSPITAL,"#01-06, AMK THYE HUA KUAN HOSPITAL",569766,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Ang Mo Kio-Thye Hua Kwan Hospital,"17 Ang Mo Kio Ave 9, Singapore 569766",569766,1.383513,103.8402041,0.0
332,201395,HUI CLINIC & SURGERY- DR JOHN HUI KEEN PENG,BLOCK 157 ANG MO KIO AVENUE 4,#01-566,560157,"[""establishment"",""health"",""point_of_interest""]",Hui Clinic & Surgery,"157 Ang Mo Kio Ave 4, Singapore 560157",560157,1.3752826,103.8392266,0.0
333,201396,PACIFIC FAMILY CLINIC P/L-DR KAO WEI HUNG,BLOCK 75D REDHILL RD.,#01-116,154075,"[""establishment"",""health"",""point_of_interest""]",Pacific Family Clinic,"75D Redhill Rd, #01-116, Singapore 154075",154075,1.2892289,103.816303,0.0
334,201398,THE DOCTOR'S CLINIC - DR LOW WILKIE,BLOCK 429 JURONG WEST AVENUE 1,#01-318,640429,"[""establishment"",""health"",""point_of_interest""]",The Doctor's Clinic,"429 Jurong West Ave 1, Singapore 640429",640429,1.3519255,103.7244055,0.0
335,201399,YCT PTE LTD - DR YEO CHOR TZIEN,6 NAPIER RD.,#09-18 GLENEAGLES MEDICAL CTR.,258499,"[""doctor"",""establishment"",""health"",""point_of_interest""]",SportsIn Orthopaedic Clinic Pte Ltd,"Gleneagles Medical Centre, 6 Napier Rd, #07-07, Singapore 258499",258499,1.3076257,103.8202012,0.0
336,201403,ARTHUR TAN HEART CLINIC- DR ARTHUR TAN TEOW HIN,6 NAPIER RD.,#04-07 GLENEAGLES MEDICAL CTR.,258499,"[""establishment"",""health"",""point_of_interest""]",Arthur Tan Heart Clinic Pte Ltd,"6 Napier Rd, Singapore 258499",258499,1.30752,103.82035,0.0
337,201412,HENG EYE CLINIC & SURGERY- DR HENG LEE SUAN,6 NAPIER RD.,#05-09 GLENEAGLES MEDICAL CTR.,258499,"[""establishment"",""health"",""point_of_interest""]",Heng Eye Clinic & Surgery Pte Ltd,"6 Napier Rd, #05-09 Gleneagles Medical Centre, Singapore 258499",258499,1.3076257,103.8202012,0.0
338,201413,STERLING CLINIC & SURGERY- DR CHEONG WEI LING,BLOCK 3 LORONG LEW LIAN,#01-64,531003,"[""establishment"",""health"",""point_of_interest""]",Sterling Clinic & Surgery,"3 Lor Lew Lian, Singapore 531003",531003,1.3505429,103.8760972,0.0
339,201415,UNIVERSAL MEDICAL CLINIC DR OW BOON HIN,BLOCK 103 YISHUN RING RD.,#01-99,760103,"[""dentist"",""establishment"",""health"",""point_of_interest""]",Universal Medical & Dental Clinic,"103 Yishun Ring Rd, Singapore 760103",760103,1.4319183,103.8288999,0.0
340,201416,UNIVERSAL MEDICAL CLINIC-DR TAN TEE NGEE,BLOCK 201E TAMPINES ST. 23,#01-104,527201,"[""establishment"",""health"",""point_of_interest""]",Universal Medical Clinic,"201E Tampines Street 23, Singapore 527201",527201,1.3527949,103.9545213,0.0
341,201417,LIFELINE NEIGHBOURHOOD MEDICAL CLINIC P/L,BLOCK 280 BUKIT BATOK EAST AVE 3,#01-333,650280,"[""establishment"",""health"",""point_of_interest""]",Lifeline Neighbourhood Medical Clinic,"280 Bukit Batok East Ave 3, #01-333, Singapore 650280",650280,1.3481291,103.7571273,0.0
342,201418,MAKE-WELL FAMILY CLINIC & SURGERY-DR SEE SHEAN YAW,BLOCK 70 LORONG 4 TOA PAYOH,#01-351,310070,"[""establishment"",""health"",""point_of_interest""]",Make-Well Family Clinic & Surgery,"70 Lor 4 Toa Payoh, Singapore 310070",310070,1.3341812,103.8524063,0.0
343,201420,LIFECARE FAMILY CLINIC & SURGERY-DR SENG TEE KIAT,BLOCK 106 HOUGANG AVENUE 1,#01-1221,530106,"[""establishment"",""health"",""point_of_interest""]",Lifecare Family Clinic and Surgery,"106 Hougang Ave 1, #01-1221, Singapore 530106",530106,1.3539922,103.8909231,0.0
344,201422,HEALTHWISE MEDICAL CLINIC & SURGERY DR LOW HOW CHE,DR LOW HOW CHEONG,BLK 41 JALAN TIGA #01-07,390041,"[""establishment"",""health"",""point_of_interest""]",Healthwise Medical Clinic & Surgery,"41 Jln Tiga, Singapore 390041",390041,1.3080976,103.8846092,0.0
345,201423,YAP FAMILY CLINIC & SURGERY- DR YAP THIAM KOON,BLOCK 232 ANG MO KIO AVENUE 3,#01-1208,560232,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Yap Family Clinic & Surgery,"232 Ang Mo Kio Ave 3, #01-1208, Singapore 560232",560232,1.3683329,103.8372176,0.0
346,201432,WANG KUO WENG DIABETES & ENDOCRINE PRACTICE - DR W,DR WANG KUO WENG,6 NAPIER RD #09-16 GLENEAGLES MED CTR,258499,"[""establishment"",""health"",""point_of_interest""]",Dr Wong Kuo Weng Consultant Endocrinologist And Physician,"6 Napier Rd, Singapore 258499",258499,1.3079454,103.8194525,0.0
347,201442,NORTHLAND FAMILY CL. & SURGERY- DR LO MUN KID,BLOCK 640 YISHUN ST. 61,#01-198,760640,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Northland Family Clinic & Surgery,"640 Yishun Street 61, Singapore 760640",760640,1.4210175,103.8385164,0.0
348,201444,UNIVERSAL MEDICAL & DENTAL CLINIC-C/O UNIVERSAL ME,BLOCK 235 YISHUN ST. 21,#01-460,760235,"[""establishment"",""health"",""point_of_interest""]",Universal Medical Clinic,"235 Yishun Street 21, Singapore 760235",760235,1.4346743,103.8385107,0.0
349,201445,YISHUN CENTRAL MEDICAL CLINIC- DR LAI WEE LEE,BLOCK 160 YISHUN ST. 11,#01-212,760160,"[""establishment"",""health"",""point_of_interest""]",Yishun Central Medical Clinic,"160 Yishun Street 11, #01-212, Singapore 760160",760160,1.4325307,103.8334557,0.0
350,201452,YAP MEDICARE CLINIC & SURGERY- DR YAP BOH WEI,BLOCK 8 EMPRESS RD.,#01-03,260008,"[""establishment"",""health"",""point_of_interest""]",Yap Medicare Clinic & Surgery,"8 Empress Rd, #01-03, Singapore 260008",260008,1.3166244,103.8056352,0.0
351,201459,HEALTHLINK MEDICAL CLINIC & SURGERY-DR RODNEY LIM,BLOCK 5 UPPER ALJUNIED LANE,#01-46,360005,"[""establishment"",""health"",""point_of_interest""]",Health Link Medical Clinic & Surgery,"5 Upper Aljunied Ln, Singapore 360005",360005,1.3336969,103.8795668,0.0
352,201460,PSYCHIATRIC CARE CLINIC- DR TAY LIAM KAI,38 IRRAWADDY ROAD,#05-48 MT E NOVENA SPECIALIST CTR,329563,"[""doctor"",""establishment"",""health"",""point_of_interest""]",PanAsia Surgery @ Mount Elizabeth Novena Specialist Centre,"38 Irrawaddy Rd, #10-43/44, Singapore 329563",329563,1.3223679,103.8441212,0.0
353,201461,LIFELINE MED GROUP P/L-DR ALAN CHIN YEW LIANG,BUKIT PANJANG MEDICAL CLINIC,BLOCK 103 GANGSA ROAD #01-37,670103,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Lifeline Bukit Panjang Medical Clinic,"103 Gangsa Rd, Singapore 670103",670103,1.3787917,103.7685013,0.0
354,201462,YEO NEUROLOGY & CLINICAL NEUROPHYSIOLOGY-DR PT YEO,6 NAPIER RD.,#13-06 ROYAL SQUARE@NOVENA,329565,"[""establishment"",""health"",""point_of_interest""]",Yeo Neurology & Clinical Neurophysiology,"101 Irrawaddy Rd, #13-06 Royal Square @ Novena, Singapore 329565",329565,1.3206053,103.8432372,0.0
355,201463,APEX MEDICAL CTR. (JURONG) PTE LTD,BLOCK 960 JURONG WEST ST 92,#01-172,640960,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",Apex Medical Centre Pte Ltd,"960 Jurong West Street 92, #01-172, Singapore 640960",640960,1.341362,103.6914075,0.0
356,201467,KHOO FAMILY CLINIC & SURGERY-DR VINCENT LEONG WS,BLOCK 2 BEACH RD.,#01-4781,190002,"[""establishment"",""health"",""point_of_interest""]",Khoo Family Clinic & Surgery,"2 Beach Rd, #01-4781, Singapore 190002",190002,1.3038844,103.8651808,0.0
357,201469,J J CLINIC & SURGERY- DR LAN JIANN JONG,BLOCK 107 ANG MO KIO AVENUE 4,#01-150,560107,"[""establishment"",""health"",""point_of_interest""]",J J Clinic Surgery,"107 Ang Mo Kio Ave 4, Singapore 560107",560107,1.37137,103.837372,0.0
358,201473,FAMILYCARE CLINIC AND SURGERY- DR SOO ING CHOONG,BLOCK 85C LORONG 4 TOA PAYOH,#01-380,313085,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Familycare Clinic & Surgery,"Lor 4 Toa Payoh, 85C #01-380, Singapore 313085",313085,1.3363083,103.8472926,0.0
359,201474,CTR FOR KIDNEY DISEASES P/L- DR LYE W C,304 ORCHARD RD.,#05-23 LUCKY PLAZA,238863,"[""subpremise""]","304 Orchard Rd, 05","304 Orchard Rd, 05 Lucky Plaza, Singapore 238863",238863,1.3045755,103.8340344,1.0
360,201484,YEOW NEUROLOGY & MEDICAL CLINIC P/L- DR YEOW YEW K,3 MOUNT ELIZABETH,#06-05 MOUNT ELIZABETH MEDICAL CENTRE,228510,"[""establishment"",""health"",""point_of_interest""]",Yeow Neurology and Medical Clinic Pte Ltd,"3 Mount Elizabeth, Singapore 228510",228510,1.3055915,103.8354837,0.0
361,201489,K W LEE CLINIC & SURGERY FOR WOMEN-DR LEE KEEN W,6 NAPIER RD.,#08-15/16 GLENEAGLES MEDICAL CTR.,258499,"[""doctor"",""establishment"",""health"",""point_of_interest""]",SOG - KW Lee Clinic for Women,"6 Napier Rd, #08-15/16 Gleneagles Medical Centre, Singapore 258499",258499,1.3071113,103.8203034,0.0
362,201490,HEALTHLINK (AMK) MED CTR P/L- DR JAMES HO,BLOCK 108 ANG MO KIO AVENUE 4,#01-86 (CUSTOMER ORDER USE GIRO ONLY),560108,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",Healthlink (AMK) Medical Centre,"108 Ang Mo Kio Ave 4, Singapore 560108",560108,1.3708772,103.8382505,0.0
363,201492,LOYANG MEDICAL CTR- DR LEOW WEI AUN,LOYANG OFFSHORE SUPPLY BASE,LOYANG CRESCENT BOX 5142,508988,"[""establishment"",""health"",""point_of_interest""]",Loyang Medical Centre,"Loyang Cres, Singapore 508988",508988,1.3838618,103.9710485,0.0
364,201495,LIM EAR NOSE & THROAT SURGERY- DR LIM CHONG TECK,6 NAPIER RD.,#08-17 GLENEAGLES MEDICAL CTR.,258499,"[""establishment"",""health"",""point_of_interest""]",Lim Ear Nose & Throat Surgery,"6 Napier Rd, Singapore 258499",258499,1.307592,103.8199224,0.0
365,201499,EVERCARE MEDICAL CLINIC- DR CHUI PENG LEONG,BLOCK 253 CHOA CHU KANG AVENUE 1,#01-14A,680253,"[""establishment"",""health"",""point_of_interest""]",Evercare Medical Clinic,"253 Choa Chu Kang Ave 1, Singapore 680253",680253,1.377542,103.744413,0.0
366,201503,HARRY FOK SURGERY P/L- DR HARRY FOK,3 MOUNT ELIZABETH,#14-16 MOUNT ELIZABETH MEDICAL CENTRE,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]",HARRY FOK SURGERY,"Suite 14-16 Mount Elizabeth Hospital, 3 Mount Elizabeth, Singapore 228510",228510,1.3055915,103.8354837,0.0
367,201506,WM WONG CARDIAC & MED CL P/L- DR WONG WUI MIN,6 NAPIER RD.,#10-10 GLENEAGLES MEDICAL CTR.,258499,"[""establishment"",""health"",""point_of_interest""]",W M Wong Cardiac & Medical Clinic,"10 Napier Rd, Singapore 258499",258499,1.3077263,103.8200865,0.0
368,201508,THE BALMORAL CLINIC FAMILY MEDICINE- DR ADRIAN KOH,271 BUKIT TIMAH RD.,#02-12 BALMORAL PLAZA,259708,"[""establishment"",""health"",""point_of_interest""]",The Balmoral Clinic Family Medicine,"271 Bukit Timah Rd, Singapore 259708",259708,1.3165545,103.8354619,0.0
369,201514,L & L FAMILY MEDICINE CL- DR GERALD LOW MUN HENG,6 SIN MING RD.,#01-07 SIN MING PLAZA TOWER 2,575585,"[""doctor"",""establishment"",""health"",""point_of_interest""]",L & L Family Medicine Clinic,"6 Sin Ming Rd, Singapore 575585",575585,1.35293,103.836309,0.0
370,201517,HEALTHPLUS CLINIC & SURGERY- DR DINA QUEK,BLOCK 631 BEDOK RESERVOIR RD.,#01-898,470631,"[""establishment"",""health"",""point_of_interest""]",Healthplus Clinic & Surgery,"631 Bedok Reservoir Rd, Singapore 470631",470631,1.3330561,103.9154764,0.0
371,201518,MY FAMILY CLINIC - DR GOH TIONG JIN,BLOCK 46-2 COMMONWEALTH DRIVE,#01-372,140462,"[""establishment"",""health"",""point_of_interest""]",MY FAMILY CLINIC (TANGLIN HALT),"46-2 Commonwealth Dr, #01-372, Singapore 140462",140462,1.3000758,103.7981937,0.0
372,201519,LOI & WONG CLINIC & SURGERY- DR LOI KUAN LOONG,BLOCK 492 JURONG WEST ST. 41,#01-08,640492,"[""establishment"",""health"",""point_of_interest""]",Loi + Wong Clinic & Surgery,"492 Jurong West Street 41, Singapore 640492",640492,1.3492655,103.725356,0.0
373,201520,SUSAN QUEK HEART CARE CLINIC- DR SUSAN QUEK,3 MOUNT ELIZABETH,#15-14 MT ELIZABETH MEDICAL CTR.,228510,"[""establishment"",""health"",""point_of_interest""]",Susan Quek Heart Care Clinic,"14 Mount Elizabeth, Singapore 228510",228510,1.3055915,103.8354837,0.0
374,201521,MAURICE CHOO CLINIC P/L- DR MAURICE CHOO,1 FARRER PARK STATION ROAD,#07-07/08 CONNEXION,217562,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Maurice choo clinic pte ltd,"1 Farrer Park Station Rd, Singapore 217562",217562,1.3126528,103.8538969,0.0
375,201526,ISLAND ORTHOPAEDIC CONSULTANTS,6 NAPIER RD.,#02-16 GLENEAGLES MEDICAL CENTRE,258499,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Island Orthopaedics (Gleneagles Medical Centre),"6 Napier Rd, #02-16 Gleneagles Medical Centre, Singapore 258499",258499,1.3076257,103.8202012,0.0
376,201533,FOCUS MEDICAL CTR- DR LIM SINN LING,BLOCK 137 TECK WHYE LANE,#01-329,680137,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Focus Medical Centre,"137 Teck Whye Ln, Singapore 680137",680137,1.3800893,103.7525498,0.0
377,201535,CHEONG FAMILY CLINIC PTE LTD,BLOCK 45 OWEN RD.,#01-293,210045,"[""establishment"",""health"",""point_of_interest""]",Cheong Clinic,"45 Owen Rd, #01-293, Singapore 210045",210045,1.3155499,103.8508082,0.0
378,201536,ST GEORGES CLINIC AND SURGERY- DR LEE SIEW KHIM,BLOCK 3 SAINT GEORGE'S RD.,#01-105,320003,"[""establishment"",""health"",""point_of_interest""]",St Georges Clinic & Surgery,"3 St George's Rd, #01-105, Singapore 320003",320003,1.3228459,103.8609747,0.0
379,201542,GOH HAK SU COLON & RECTAL CTR- DR GOH HAK SU,6 NAPIER RD.,#04-08 GLENEAGLES MEDICAL CTR.,258499,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Goh Hak Su Colon & Rectal Centre,"6, #04-08 Napier Rd, Gleneagles Medical Centre, Singapore 258499",258499,1.3076453,103.8200161,0.0
380,201544,CN CHEW INTERNAL MEDICINE & GASTROENTEROLOGYCLINIC,820 THOMSON RD.,#01-05 MT ALVERNIA MEDICAL CTR.,574623,"[""doctor"",""establishment"",""health"",""point_of_interest""]",CN Chew Internal Medicine & Gastroenterology Clinic,"Mount Alvernia Hospital #01-05, 820 Thomson Road (S)574623, Singapore 574623",574623,1.3421217,103.8377029,0.0
381,201549,ELIAS FAMILY CLINIC & SURGERY- DR CHEAH WAI YEE,BLOCK 625 ELIAS RD.,#01-320 ELIAS MALL,510625,"[""establishment"",""health"",""point_of_interest""]",Elias Family Clinic & Surgery,"625 Elias Rd, Singapore 510625",510625,1.3788931,103.9421485,0.0
382,201553,ROYAL MEDICAL CTR- DR MARY ANN PHIPPS,BLOCK 111 WOODLANDS ST 13,#01-84,730111,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Royal Medical Centre,"111 Woodlands Street 13, #01-84, Singapore 730111",730111,1.4379871,103.7820707,0.0
383,201556,CHEONG CHEST & MEDICAL CLINIC-DR CHEONG TUCK HONG,3 MOUNT ELIZABETH,#10-08 MOUNT ELIZABETH MEDICAL CENT,228510,"[""establishment"",""health"",""point_of_interest""]",Cheong Chest & Medical Clinic Pte Ltd,"3 Mount Elizabeth, Singapore 228510",228510,1.3050549,103.8354392,0.0
384,201562,HEALTHWAY MEDICAL GROUP PTE LTD,BLOCK 625 ELIAS RD.,#01-322 ELIAS MALL,510625,"[""establishment"",""health"",""point_of_interest""]",Healthway Medical (Elias Mall),"625, #01-322 Elias Rd, Elias Mall, Singapore 510625",510625,1.3788153,103.9422236,0.0
385,201564,KOO CARDIAC CLINIC- DR KOO CHEE CHOONG,6 NAPIER RD.,#02-15 GLENEAGLES MEDICAL CTR.,258499,"[""establishment"",""health"",""point_of_interest""]",Koo Cardiac Clinic,"6 NAPIER ROAD#02-15 258499, Singapore 258499",258499,1.30752,103.82035,0.0
386,201569,"TSENG,LIAUW & CHUA CLINIC MGT P/L DR PAUL TSENG",DR PAUL TSENG,THOMSON MEDICAL CTR,307677,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Thomson Medical Centre,"339 Thomson Rd, Singapore 307677",307677,1.3253292,103.8415012,0.0
387,201581,K N CHIN & ASSOCIATES P/L- DR PETER TANG,24 RAFFLES PLACE,#02-18 CLIFFORD CTR.,048621,"[""establishment"",""health"",""point_of_interest""]",K N Chin & Associates Pte Ltd,"24 Raffles Place, #02-18 Clifford Centre, Singapore 048621",048621,1.283857,103.852378,0.0
