rowId,code,_name,_address1,_address2,_address3,_postalCode,types,name,formattedAddress,postalCode,latitude,longitude,score
539,0011i000001xnAU,S T Chan Cl & Surg for Women,14 Scotts Road #05-13,Far East Plaza,Far East Plaza,228213,"[""establishment"",""health"",""point_of_interest""]",S T Chan Clinic & Surgery For Women,"Far East Plaza, 14 Scotts Road, #05-13, Singapore 228213",228213,1.307064,103.833485,0.0
540,0011i000001xmsr,B T Lee Surgery,Mt Elizabeth Medical Centre,B T Lee Surgery,B T Lee Surgery,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
541,0011i000001xnVs,3 Mt Elizabeth #03-04/05,Mt Elizabeth Medical Centre,Pillay Ortho Spine & Reconstructive,Pillay Ortho Spine & Reconstructive,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Pillay Orthopaedic Sports Medicine Spine Surgery Pte Ltd,"3 Mount Elizabeth, #03-04, Singapore 228510",228510,1.3050549,103.8354392,0.0
542,0011i000001xnZt,3 Mt Elizabeth #07-09,Mt Elizabeth Medical Centre,E.H. Ng Breast & General Surg,E.H. Ng Breast & General Surg,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
543,0011i000001xmen,3 Mt Elizabeth #12-05,Mt Elizabeth Medical Centre,Mount Elizabeth Skin Clinic,Mount Elizabeth Skin Clinic,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
544,0011i000001xmtw,3 Mt Elizabeth #15-03,Mt Elizabeth Medical Centre,Ti Surgical Clinic,Ti Surgical Clinic,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
545,0011i000001xndM,3 Mt Elizabeth #15-17,Mt Elizabeth Medical Centre,Ong Surgical Clinic,Ong Surgical Clinic,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
546,0011i000001xmqB,3 Mt Elizabeth #16-14,Mt Elizabeth Medical Centre,W K Wong Skin Clinic,W K Wong Skin Clinic,228510,"[""establishment"",""health"",""point_of_interest""]",W K Wong Skin Clinic,"3 Mount Elizabeth, Singapore 228510",228510,1.3046967,103.8356242,0.0
547,0011i000001xmmF,Abel Soh Diabetes & Thyroid & Endocrine Clinic,3 Mt Elizabeth #07-08,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]","Abel Soh Diabetes, Thyroid and Endocrine Clinic","3 Mount Elizabeth, #07-08 Medical Centre, Singapore 228510",228510,1.3057189,103.8357928,0.0
548,0011i000001xnUw,Alex Fok Endocrine Pratice,3 Mount Elizabeth Road,#07-07 Mount Elizabeth Medical Centre,#07-07 Mount Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Alex Fok Endocrine Practice,"3 Mount Elizabeth, #07-07 Medical Center, Singapore 228510",228510,1.30509,103.835431,0.0
549,0011i000001xndW,Alex Ooi & Associates Obgyn Consultants,3 Mount Elizabeth Road,#11-07 Mount Elizabeth Medical Centre,#11-07 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""point_of_interest""]",Alex Ooi & Associates Obgyn Consultants,"1 Farrer Park Station Rd, #12-05 Farrer Park Medical Centre, Singapore 228510",228510,1.3129434,103.8539981,0.0
550,0011i000001xmx4,Alexius Chee Gastroenterology & Medical Clinic,3 Mount Elizabeth,#05-09 Mount Elizabeth Medical Centre,#05-09 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""point_of_interest""]",Alexius Chee Gastroenterology & Medical Clinic,"3 Mount Elizabeth, Singapore 228510",228510,1.305083,103.8353626,0.0
551,0011i000001xmp2,Alfred Cheng Cardiac Care Pte Ltd,3 Mount Elizabeth,#15-15 Mount Elizabeth Medical Centre,#15-15 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Alfred Cheng Cardiac Care Pte Ltd,"3 Mount Elizabeth, Singapore 228510",228510,1.305425,103.835499,0.0
552,0011i00000vJl7z,AliveoMedical,3 Mount Elizabeth #10-07,Mount Elizabeth Medical Centre,Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
553,0011i00000vJl7z,AliveoMedical,Mount Elizabeth Medical Centre,"3 Mount Elizabeth, #10-07","3 Mount Elizabeth, #10-07",228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
554,0011i00000k1W9i,Alpine Surgical,3 Mount Elizabeth #17-16,Mount Elizabeth Medical Centre,Mount Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Alpine Surgical Practice,"3 Mount Elizabeth, #17-16 Medical Centre, Singapore 228510",228510,1.3055915,103.8354837,0.0
555,0011i000001xnaW,AMPAC Medical Consultants,3 Mount Elizabeth Road,#11-12 Mount Elizabeth Medical Centre,#11-12 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
556,0011i000001xnUu,Ang & Kong Behavioural Medical Clinic,3 Mount Elizabeth,#15-08 Mount Elizabeth Medical Centre,#15-08 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
557,0011i000001xn0a,Asian Heart & Vascular Centre,3 Mt Elizabeth #17-08,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",Asian Heart & Vascular Centre (AHVC) - Mount Elizabeth Medical Centre Level 17,"3 Mount Elizabeth, #17-08, #16-07 Medical Centre, Singapore 228510",228510,1.3057187,103.835793,0.0
558,0011i000001xnHr,Asian Heart & Vascular Centre,3 Mt Elizabeth #17-08,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",Asian Heart & Vascular Centre (AHVC) - Mount Elizabeth Medical Centre Level 17,"3 Mount Elizabeth, #17-08, #16-07 Medical Centre, Singapore 228510",228510,1.3057187,103.835793,0.0
559,0011i000001xnFs,"B S Ooi Colorectal, General & Laparoscopic Surgery Centre",3 Mount Elizabeth,#14-02 Mount Elizabeth Medical Centre,#14-02 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
560,0011i000001xn91,Ben Neo Clinic for Women,3 Mount Elizabeth,#15-15 Mount Elizabeth Medical Centre,#15-15 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
561,0011i000001xmxG,"Bose Bone, Joint & Spine Clinic",3 Mount Elizabeth,#14-12 Mount Elizabeth Medical Centre,#14-12 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
562,0011i000001xmtm,Brian Yeo Clinic,3 Mount Elizabeth Road,#09-02 Mount Elizabeth Medical Centre,#09-02 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""point_of_interest""]",Brian Yeo Clinic Psychiatric Consultancy,"3 Mount Elizabeth, Singapore 228510",228510,1.3050549,103.8354392,0.0
563,0011i000001xnQS,C F Koh Women's Clinic & Gynae-Oncology Surgery,3 Mount Elizabeth Road,#04-06 Mount Elizabeth Medical Centre,#04-06 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""point_of_interest""]",C F Koh Women'Clinic and Gyneoncology Surgery,"3 Mount Elizabeth, Medical Centre, 04-06, Singapore 228510",228510,1.3055915,103.8354837,0.0
564,0011i000001xnBV,C H Lim Cardiology Clinic,3 Mount Elizabeth Road,#10-02 Mount Elizabeth Medcal Centre,#10-02 Mount Elizabeth Medcal Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",C H Lim Cardiology Clinic,"3 Mount Elizabeth, Singapore 228510",228510,1.3050616,103.8354395,0.0
565,0011i00000pbjlr,Capernaum Neurology,3 Mount Elizabeth,Mount Elizabeth Medical Centre #14-04,Mount Elizabeth Medical Centre #14-04,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
566,0011i000001xnAS,Cardiac Centre International,3 Mount Elizabeth #07-04,Mount Elizabeth Medical Centre,Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
567,0011i000001xnRe,Cardiac Specailist Centre,3 Mt Elizabeth Road #16-07,Mount Elizabeth Medical Centre,Mount Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",Asian Heart & Vascular Centre (AHVC) - Mount Elizabeth Medical Centre Level 17,"3 Mount Elizabeth, #17-08, #16-07 Medical Centre, Singapore 228510",228510,1.3057187,103.835793,0.0
568,0011i000001xncz,Cardiology Clinic Pte Ltd,3 Mount Elizabeth,#17-06 Mount Elizabeth Medical Centre,#17-06 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""point_of_interest""]",Cardiology Clinic Pte Ltd,"3 Mount Elizabeth, #17-06/07, Singapore 228510",228510,1.3045739,103.835553,0.0
569,0011i000001xmqE,Cardiothoracic Surgical Ctr Spore,3 Mount Elizabeth,#17-17/18 Mount Elizabeth Medical Centre,#17-17/18 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
570,0011i000001xmnH,Centre For Advanced Orthopaedics Pte Ltd,3 Mount Elizabeth,#03-10 Mount Elizabeth Medical Centre,#03-10 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""point_of_interest""]",Centre For Advanced Orthopaedics,"3 Mount Elizabeth, #03-10 Mt Elizabeth Hospital, Singapore 228510",228510,1.304546,103.835289,0.0
571,0011i000001xn9j,Centre For Orthopaedics And Hip And Knee Surgery,3 mt Elizabeth #11-13/14/15,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
572,0011i000001xnIW,Centre For Orthopaedics And Hip And Knee Surgery,3 Mt Elizabeth #11-13/14/15,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
573,0011i000001xnIo,Centre For Orthopaedics And Hip And Knee Surgery,3 Mt Elizabeth #11-13/14/15,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
574,0011i000001xnIJ,Centre Orthopaedic & HIP,3 Mt Elizabeth #11-13/14/15,Mt Elizabetjh Medical Centre,Mt Elizabetjh Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
575,0011i000001xn1Y,Charles M P Lim Clinic & Surgery For Women Pte Ltd,3 Mount Elizabeth,#13-02 Mount Elizabeth Medical Centre,#13-02 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""point_of_interest""]",Charles M P Lim Clinic & Surgery For Women,"3 Mount Elizabeth, #13-02 Medical Center, Singapore 228510",228510,1.3055915,103.8354837,0.0
576,0011i000001xnYr,Cheng Jun Gastroenterology & Medical Clinic,3 Mount Elizabeth,#15-06 Mount Elizabeth Medical Centre,#15-06 Mount Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Dr Cheng Jun,"Mount Elizabeth, #15-06 3, Singapore 228510",228510,1.3055915,103.8354837,0.0
577,0011i000001xmuY,"Cheng Orthopaedic, Spine & Resconstructive Surgery",3 Mount Elizabeth Road,#03-03 Mount Elizabeth Medical Centre,#03-03 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
578,0011i000001xmiP,Colon Rectum & General Surgical Centre,3 Mount Elizabeth,#12-02 Mount Elizabeth Medical Centre,#12-02 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""point_of_interest""]",Colon Rectum & General Surgical Centre,"3 Mt Elizabeth, MT Elizabeth Hospital, Singapore 228510",228510,1.3055915,103.8354837,0.0
579,0011i000001xnBE,Cough & Chest Specialist,3 Mount Elizabeth Road,#17-02 Mount Elizabeth Medical Centre,#17-02 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Cough & Chest Specialist,"3 Mount Elizabeth, #17-02 Medical Centre, Singapore 228510",228510,1.3055915,103.8354837,0.0
580,0011i000001xnar,Daniel Wai Diabetes Thyroid & Hormone Clinic,3 Mt Elizabeth #03-04,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Daniel Wai Diabetes Thyroid & Hormone Clinic éŸ¦ä¿Šè¡Œç³–å°¿ç—…ï¼Œç”²çŠ¶è…ºå�Šè�·å°”è’™è¯Šæ‰€,"3 Mount Elizabeth, #03-04, Singapore 228510",228510,1.304514,103.835448,0.0
581,0011i000001xn95,Dr G.K. Ng Clinic for Women,3 Mount Elizabeth,#07-02 Mount Elizabeth Medical Centre,#07-02 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
582,0011i000001xn2s,Dr L K Yap Surgery & Clinic For Women,3 Mount Elizabeth,#09-08 Mount Elizabeth Medical Centre,#09-08 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
583,0011i000001xndE,Drs Wee & Oh,3 Mount Elizabeth,#10-12 Mount Elizabeth Medical Centre,#10-12 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
584,0011i000001xmdK,Drs Wee & Oh,3 Mount Elizabeth Road,#10-12 Mount Elizabeth Medical Centre,#10-12 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
585,0011i000001xn2K,E C Tan Urology,3 Mount Elizabeth,#15-13 Mount Elizabeth Medical Centre,#15-13 Mount Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]",E C Tan Urology,"3 Mount Elizabeth, Singapore 228510",228510,1.305083,103.8353626,0.0
586,0011i000001xmxm,Ear Nose & Throat Partners Pte Ltd,3 Mount Elizabeth,#07-02 Mount Elizabeth Medical Centre,#07-02 Mount Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]","Dr Kevin Soh, Ear Nose Throat Sinus Head & Neck ENT Clinic","3 Mount Elizabeth, #07-02 Medical Centre, Singapore 228510",228510,1.3051039,103.8354295,0.0
587,0011i000001xn0W,EH Heart Specialists Pte Ltd,3 Mount Elizabeth Road,#03-09 Mount Elizabeth Medical Centre,#03-09 Mount Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",EH Heart Specialist Private Limited - Cardiologist,"3 Mount Elizabeth, #03-09, Singapore 228510",228510,1.3055915,103.8354837,0.0
588,0011i00000tXJ9s,Elizabeth Au Oncology,3 Mount Elizabeth,#11-01 Mount Elizabeth Medical Centre,#11-01 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
589,0011i000001xn97,FM Surgery,3 Mount Elizabeth #05-02,Mount Elizabeth Medical Centre,Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
590,0011i000001xmsc,Gastro Liver & Surgical Centre,3 Mt Elizabeth #11-07,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
591,0011i000001xnIc,Gastro Liver & Surgical Centre,3 Mt Elizabeth #11-07,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
592,0011i000001xmd3,Gastroenterology Clinic,3 Mount Elizabeth,#09-10 Mount Elizabeth Medical Centre,#09-10 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
593,0011i000001xncp,Gastroenterology Clinic,3 Mount Elizabeth,#09-10 Mount Elizabeth Medical Centre,#09-10 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
594,0011i000001xmx2,Gwee Endocrine & Medical Centre,3 Mt Elizabeth Road,#16-05 Mt Elizabeth Medical Centre,#16-05 Mt Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
595,0011i000001xmw7,Haematology Oncology Associates,3 Mount Elizabeth,#13-09/10 Mount Elizabeth Medical Centre,#13-09/10 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""point_of_interest""]",Haematology Oncology Clinic Pte Ltd,"3 Mount Elizabeth, #13-09/10 Medical Centre, Singapore 228510",228510,1.3057189,103.8357928,0.0
596,0011i000001xmxb,Heah Colorectal Endoscopy And Piles Centre,3 Mount Elizabeth,#12-06 Mount Elizabeth Medical Centre,#12-06 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Heah Colorectal Endoscopy & Piles Centre,"3 Mount Elizabeth, #12-06 Medical Centre, Singapore 228510",228510,1.3058901,103.8362512,0.0
597,0011i000001xmz4,Heng Eye Clinic & Surgery,3 Mount Elizabeth,#14-09 Mount Elizabeth Medical Centre,#14-09 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
598,0011i000001xnYA,HL Kong Medical Oncology Centre,3 Mt Elizabeth #11-08,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Prof Kong Hwai Loong,"Icon Cancer Centre, 3 Mount Elizabeth, #13-09/10 Medical Centre, Singapore 228510",228510,1.3055915,103.8354837,0.0
599,0011i000001xnTz,Ho Kok Sun Colorectal,3 Mt Elizabeth #12-09,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",Ho Kok Sun Colorectal: Singapore Colon Surgeon,"3 Mount Elizabeth, #12-09 Medical Centre, Singapore 228510",228510,1.305083,103.8353626,0.0
600,0011i000001xmrq,Ho Surgical Clinic Pte Ltd,3 Mount Elizabeth,#14-05 Mount Elizabeth Medical Centre,#14-05 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""point_of_interest""]",Ho Surgical Clinic Pte. Ltd.,"3 Mount Elizabeth, Singapore 228510",228510,1.3055915,103.8354837,0.0
601,0011i000001xn7n,Hope Gastroenterology and Liver Clinic,3 Mount Elizabeth #17-16,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",Hope Gastroenterology and Liver Clinic,"3 Mount Elizabeth, Unit 15-02 Medical Centre, Singapore 228510",228510,1.3055915,103.8354837,0.0
602,0011i00000Xf13y,Icon Cancer CENTRE,3 Mount Elizabeth #17-03/04,Mount Elizabeth Medical Centre,Mount Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Icon Cancer Centre Mount Elizabeth,"3 Mount Elizabeth, #17-03/04 Medical Centre, 228510, Singapore 228510",228510,1.3055915,103.8354837,0.0
603,0011i000001xn3p,Infection & Vaccination Consultants,3 Mount Elizabeth,#07-10 Mount Elizabeth Medical Centre,#07-10 Mount Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Infection & Vaccination Consultants,"3 Mount Elizabeth, #09-02, Singapore 228510",228510,1.3050549,103.8354392,0.0
604,0011i000001xnKB,Ivy Yap Gastroenterology & Liver Clinic,3 Mount Elizabeth,#15-01 Mount Elizabeth Medical Centre,#15-01 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""point_of_interest""]",Ivy Yap Gastroenterology and Liver Clinic,"15 Mount Elizabeth, Singapore 228510",228510,1.305425,103.835499,0.0
605,0011i000001xnBB,Joanna Lin's Medical & Cancer Clinic,3 Mount Elizabeth #15-04,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
606,0011i000001xmjZ,K C Chee Surgery,3 Mt Elizabeth #13-07,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
607,0011i000001xnFw,K T Chan Clinic,Mt Elizabeth Medical Centre,3 Mt Elizabeth #06-03,3 Mt Elizabeth #06-03,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
608,0011i000001xmgJ,KC Ching Clinic & Surgery for Women,3 Mount Elizabeth,#10-13 Mount Elizabeth Medical Centre,#10-13 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""point_of_interest""]",K C Ching Clinic & Surgery For Women Pte Ltd,"3 Mount Elizabeth, Singapore 228510",228510,1.3050493,103.8354284,0.0
609,0011i000001xmlx,KC Ong Chest & Medical Clinic,3 Mount Elizabeth,#12-03 Mount Elizabeth Medical Centre,#12-03 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""point_of_interest""]",Chestmed Pte Ltd,"#12-03 Mt Elizabeth Medical Centre, 3 Mount Elizabeth, Singapore 228510",228510,1.3050493,103.8354284,0.0
610,0011i000001xmkU,Kek LP Clinic & Surgery For Women,3 Mount Elizabeth,#14-06 Mount Elizabeth Medical Centre,#14-06 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""point_of_interest""]",KekLP Clinic and Surgery for Women,"3 Mount Elizabeth, #14-06,Mount Elizabeth Medical Centre, Singapore 228510",228510,1.3046733,103.835443,0.0
611,0011i000001xn9K,Kowa Clinic & Surgery For Women,3 Mount Elizabeth,#16-17/18 Mount Elizabeth Medical Centre,#16-17/18 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
612,0011i000001xn8S,Ku Kidney & Medical Centre,3 Mount Elizabeth,#10-04 Mount Elizabeth Medical Centre,#10-04 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
613,0011i000001xmvj,Lai Endoscopy & Colorectal Surgery,3 Mount Elizabeth #05-06,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Lai Endoscopy & Colorectal Surgery,"#05-06, 10 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
614,0011i000001xmw3,Lien Clinic for Women,3 Mount Elizabeth,#05-03 Mount Elizabeth Medical Centre,#05-03 Mount Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Lien Clinic For Women,"3 Mount Elizabeth, #05-03 Medical Centre, Singapore 228510",228510,1.3055915,103.8354837,0.0
615,0011i000001xmdY,Lifeline Heart Centre,3 Mount Elizabeth,#11-10 Mount Elizabeth Medical Centre,#11-10 Mount Elizabeth Medical Centre,228510,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Mount Elizabeth Medical Centre,"3 Mount Elizabeth, Singapore 228510",228510,1.3045666,103.8354606,0.0
616,0011i000001xmrH,Lim Ing Haan Cardiology Clinic,3 Mt Elizabeth #04-0-2,Mt Elizabeth Medical Centre,Mt Elizabeth Medical Centre,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Lim Ing Haan Cardiology Clinic,"#04-02 Medical Centre, Mount Elizabeth, Singapore 228510",228510,1.3047804,103.8353386,0.0
617,0011i00000PJfYU,Livingstone Cardiology,Mount Elizabeth Medical Centre,3 Mount Elizabeth #14-13,3 Mount Elizabeth #14-13,228510,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Livingstone Cardiology - Mt. Elizabeth: Singapore Cardiologist,"3 Mount Elizabeth, #14-13 Medical Centre, Singapore 228510",228510,1.3055915,103.8354837,0.0
