Name,Veeva ID,Parent HCO Account,Address line 1,Address line 2,Address line 3,Postal Code
Balestier Clinic & Health Screening,0011i000001xnLq,,12 Farrer Park Station Road,#05/01,,217565
StarMed Specialist centre,0011i000007EVH6,,12 Farrer Park Station Road,#05-01,,217565
Starlight Clinic,0011i000001xnDq,,547 Serangoon Road,,,218629
S H Kee Clinic For Women,0011i000001xn9y,,14 Scotts Road,#04-08 Far East Plaza,,228213
S T Chan Cl & Surg for Women,0011i000001xnAU,,14 Scotts Road #05-13,Far East Plaza,,228213
B T Lee Surgery,0011i000001xmsr,,Mt Elizabeth Medical Centre,B T Lee Surgery,3 Mt Elizabeth #16-13,228510
3 Mt Elizabeth #03-04/05,0011i000001xnVs,,Mt Elizabeth Medical Centre,Pillay Ortho Spine & Reconstructive,,228510
3 Mt Elizabeth #07-09,0011i000001xnZt,,Mt Elizabeth Medical Centre,E.H. Ng Breast & General Surg,,228510
3 Mt Elizabeth #12-05,0011i000001xmen,,Mt Elizabeth Medical Centre,Mount Elizabeth Skin Clinic,,228510
3 Mt Elizabeth #15-03,0011i000001xmtw,,Mt Elizabeth Medical Centre,Ti Surgical Clinic,,228510
3 Mt Elizabeth #15-17,0011i000001xndM,,Mt Elizabeth Medical Centre,Ong Surgical Clinic,,228510
3 Mt Elizabeth #16-14,0011i000001xmqB,,Mt Elizabeth Medical Centre,W K Wong Skin Clinic,,228510
Abel Soh Diabetes & Thyroid & Endocrine Clinic,0011i000001xmmF,,3 Mt Elizabeth #07-08,Mt Elizabeth Medical Centre,,228510
Alex Fok Endocrine Pratice,0011i000001xnUw,,3 Mount Elizabeth Road,#07-07 Mount Elizabeth Medical Centre,,228510
Alex Ooi & Associates Obgyn Consultants,0011i000001xndW,,3 Mount Elizabeth Road,#11-07 Mount Elizabeth Medical Centre,,228510
Alexius Chee Gastroenterology & Medical Clinic,0011i000001xmx4,,3 Mount Elizabeth,#05-09 Mount Elizabeth Medical Centre,,228510
Alfred Cheng Cardiac Care Pte Ltd,0011i000001xmp2,,3 Mount Elizabeth,#15-15 Mount Elizabeth Medical Centre,,228510
AliveoMedical,0011i00000vJl7z,,3 Mount Elizabeth #10-07,Mount Elizabeth Medical Centre,,228510
AliveoMedical,0011i00000vJl7z,,Mount Elizabeth Medical Centre,"3 Mount Elizabeth, #10-07",,228510
Alpine Surgical,0011i00000k1W9i,,3 Mount Elizabeth #17-16,Mount Elizabeth Medical Centre,,228510
AMPAC Medical Consultants,0011i000001xnaW,,3 Mount Elizabeth Road,#11-12 Mount Elizabeth Medical Centre,,228510
Ang & Kong Behavioural Medical Clinic,0011i000001xnUu,,3 Mount Elizabeth,#15-08 Mount Elizabeth Medical Centre,,228510
Asian Heart & Vascular Centre,0011i000001xn0a,,3 Mt Elizabeth #17-08,Mt Elizabeth Medical Centre,,228510
Asian Heart & Vascular Centre,0011i000001xnHr,,3 Mt Elizabeth #17-08,Mt Elizabeth Medical Centre,,228510
"B S Ooi Colorectal, General & Laparoscopic Surgery Centre",0011i000001xnFs,,3 Mount Elizabeth,#14-02 Mount Elizabeth Medical Centre,,228510
Ben Neo Clinic for Women,0011i000001xn91,,3 Mount Elizabeth,#15-15 Mount Elizabeth Medical Centre,,228510
"Bose Bone, Joint & Spine Clinic",0011i000001xmxG,,3 Mount Elizabeth,#14-12 Mount Elizabeth Medical Centre,,228510
Brian Yeo Clinic,0011i000001xmtm,,3 Mount Elizabeth Road,#09-02 Mount Elizabeth Medical Centre,,228510
C F Koh Women's Clinic & Gynae-Oncology Surgery,0011i000001xnQS,,3 Mount Elizabeth Road,#04-06 Mount Elizabeth Medical Centre,,228510
C H Lim Cardiology Clinic,0011i000001xnBV,,3 Mount Elizabeth Road,#10-02 Mount Elizabeth Medcal Centre,,228510
Capernaum Neurology,0011i00000pbjlr,,3 Mount Elizabeth,Mount Elizabeth Medical Centre #14-04,,228510
Cardiac Centre International,0011i000001xnAS,,3 Mount Elizabeth #07-04,Mount Elizabeth Medical Centre,,228510
Cardiac Specailist Centre,0011i000001xnRe,,3 Mt Elizabeth Road #16-07,Mount Elizabeth Medical Centre,,228510
Cardiology Clinic Pte Ltd,0011i000001xncz,,3 Mount Elizabeth,#17-06 Mount Elizabeth Medical Centre,,228510
Cardiothoracic Surgical Ctr Spore,0011i000001xmqE,,3 Mount Elizabeth,#17-17/18 Mount Elizabeth Medical Centre,,228510
Centre For Advanced Orthopaedics Pte Ltd,0011i000001xmnH,,3 Mount Elizabeth,#03-10 Mount Elizabeth Medical Centre,,228510
Centre For Orthopaedics And Hip And Knee Surgery,0011i000001xn9j,,3 mt Elizabeth #11-13/14/15,Mt Elizabeth Medical Centre,,228510
Centre For Orthopaedics And Hip And Knee Surgery,0011i000001xnIW,,3 Mt Elizabeth #11-13/14/15,Mt Elizabeth Medical Centre,,228510
Centre For Orthopaedics And Hip And Knee Surgery,0011i000001xnIo,,3 Mt Elizabeth #11-13/14/15,Mt Elizabeth Medical Centre,,228510
Centre Orthopaedic & HIP,0011i000001xnIJ,,3 Mt Elizabeth #11-13/14/15,Mt Elizabetjh Medical Centre,,228510
Charles M P Lim Clinic & Surgery For Women Pte Ltd,0011i000001xn1Y,,3 Mount Elizabeth,#13-02 Mount Elizabeth Medical Centre,,228510
Cheng Jun Gastroenterology & Medical Clinic,0011i000001xnYr,,3 Mount Elizabeth,#15-06 Mount Elizabeth Medical Centre,,228510
"Cheng Orthopaedic, Spine & Resconstructive Surgery",0011i000001xmuY,,3 Mount Elizabeth Road,#03-03 Mount Elizabeth Medical Centre,,228510
Colon Rectum & General Surgical Centre,0011i000001xmiP,,3 Mount Elizabeth,#12-02 Mount Elizabeth Medical Centre,,228510
Cough & Chest Specialist,0011i000001xnBE,,3 Mount Elizabeth Road,#17-02 Mount Elizabeth Medical Centre,,228510
Daniel Wai Diabetes Thyroid & Hormone Clinic,0011i000001xnar,,3 Mt Elizabeth #03-04,Mt Elizabeth Medical Centre,,228510
Dr G.K. Ng Clinic for Women,0011i000001xn95,,3 Mount Elizabeth,#07-02 Mount Elizabeth Medical Centre,,228510
Dr L K Yap Surgery & Clinic For Women,0011i000001xn2s,,3 Mount Elizabeth,#09-08 Mount Elizabeth Medical Centre,,228510
Drs Wee & Oh,0011i000001xndE,,3 Mount Elizabeth,#10-12 Mount Elizabeth Medical Centre,,228510
Drs Wee & Oh,0011i000001xmdK,,3 Mount Elizabeth Road,#10-12 Mount Elizabeth Medical Centre,,228510
E C Tan Urology,0011i000001xn2K,,3 Mount Elizabeth,#15-13 Mount Elizabeth Medical Centre,,228510
Ear Nose & Throat Partners Pte Ltd,0011i000001xmxm,,3 Mount Elizabeth,#07-02 Mount Elizabeth Medical Centre,,228510
EH Heart Specialists Pte Ltd,0011i000001xn0W,,3 Mount Elizabeth Road,#03-09 Mount Elizabeth Medical Centre,,228510
Elizabeth Au Oncology,0011i00000tXJ9s,,3 Mount Elizabeth,#11-01 Mount Elizabeth Medical Centre,,228510
FM Surgery,0011i000001xn97,,3 Mount Elizabeth #05-02,Mount Elizabeth Medical Centre,,228510
Gastro Liver & Surgical Centre,0011i000001xmsc,,3 Mt Elizabeth #11-07,Mt Elizabeth Medical Centre,,228510
Gastro Liver & Surgical Centre,0011i000001xnIc,,3 Mt Elizabeth #11-07,Mt Elizabeth Medical Centre,,228510
Gastroenterology Clinic,0011i000001xmd3,,3 Mount Elizabeth,#09-10 Mount Elizabeth Medical Centre,,228510
Gastroenterology Clinic,0011i000001xncp,,3 Mount Elizabeth,#09-10 Mount Elizabeth Medical Centre,,228510
Gwee Endocrine & Medical Centre,0011i000001xmx2,,3 Mt Elizabeth Road,#16-05 Mt Elizabeth Medical Centre,,228510
Haematology Oncology Associates,0011i000001xmw7,,3 Mount Elizabeth,#13-09/10 Mount Elizabeth Medical Centre,,228510
Heah Colorectal Endoscopy And Piles Centre,0011i000001xmxb,,3 Mount Elizabeth,#12-06 Mount Elizabeth Medical Centre,,228510
Heng Eye Clinic & Surgery,0011i000001xmz4,,3 Mount Elizabeth,#14-09 Mount Elizabeth Medical Centre,,228510
HL Kong Medical Oncology Centre,0011i000001xnYA,,3 Mt Elizabeth #11-08,Mt Elizabeth Medical Centre,,228510
Ho Kok Sun Colorectal,0011i000001xnTz,,3 Mt Elizabeth #12-09,Mt Elizabeth Medical Centre,,228510
Ho Surgical Clinic Pte Ltd,0011i000001xmrq,,3 Mount Elizabeth,#14-05 Mount Elizabeth Medical Centre,,228510
Hope Gastroenterology and Liver Clinic,0011i000001xn7n,,3 Mount Elizabeth #17-16,Mt Elizabeth Medical Centre,,228510
Icon Cancer CENTRE,0011i00000Xf13y,,3 Mount Elizabeth #17-03/04,Mount Elizabeth Medical Centre,,228510
Infection & Vaccination Consultants,0011i000001xn3p,,3 Mount Elizabeth,#07-10 Mount Elizabeth Medical Centre,,228510
Ivy Yap Gastroenterology & Liver Clinic,0011i000001xnKB,,3 Mount Elizabeth,#15-01 Mount Elizabeth Medical Centre,,228510
Joanna Lin's Medical & Cancer Clinic,0011i000001xnBB,,3 Mount Elizabeth #15-04,Mt Elizabeth Medical Centre,,228510
K C Chee Surgery,0011i000001xmjZ,,3 Mt Elizabeth #13-07,Mt Elizabeth Medical Centre,,228510
K T Chan Clinic,0011i000001xnFw,,Mt Elizabeth Medical Centre,3 Mt Elizabeth #06-03,,228510
KC Ching Clinic & Surgery for Women,0011i000001xmgJ,,3 Mount Elizabeth,#10-13 Mount Elizabeth Medical Centre,,228510
KC Ong Chest & Medical Clinic,0011i000001xmlx,,3 Mount Elizabeth,#12-03 Mount Elizabeth Medical Centre,,228510
Kek LP Clinic & Surgery For Women,0011i000001xmkU,,3 Mount Elizabeth,#14-06 Mount Elizabeth Medical Centre,,228510
Kowa Clinic & Surgery For Women,0011i000001xn9K,,3 Mount Elizabeth,#16-17/18 Mount Elizabeth Medical Centre,,228510
Ku Kidney & Medical Centre,0011i000001xn8S,,3 Mount Elizabeth,#10-04 Mount Elizabeth Medical Centre,,228510
Lai Endoscopy & Colorectal Surgery,0011i000001xmvj,,3 Mount Elizabeth #05-06,Mt Elizabeth Medical Centre,,228510
Lien Clinic for Women,0011i000001xmw3,,3 Mount Elizabeth,#05-03 Mount Elizabeth Medical Centre,,228510
Lifeline Heart Centre,0011i000001xmdY,,3 Mount Elizabeth,#11-10 Mount Elizabeth Medical Centre,,228510
Lim Ing Haan Cardiology Clinic,0011i000001xmrH,,3 Mt Elizabeth #04-0-2,Mt Elizabeth Medical Centre,,228510
Livingstone Cardiology,0011i00000PJfYU,,Mount Elizabeth Medical Centre,3 Mount Elizabeth #14-13,,228510
"Loh Keh Chuan Diabetes, Thyroid & Horomone Clinic",0011i000001xmpG,,3 Mount Elizabeth Road,#10-05 Mount Elizabeth Centre,,228510
Low Cardiology Clinic,0011i000001xnck,,3 Mount Elizabeth Road,#11-05/06 Mount Elizabeth Medical Centre,,228510
LP Clinic The Psychiatric Practice,0011i000001xnU9,,3 Mount Elizabeth,#05-01 Mount Elizabeth Medical Centre,,228510
LP Clinic The Psychiatric Practice,0011i000001xnU9,,3 Mount Elizabeth,#05-10 Mount Elizabeth Medical Centre,,228510
MC Tong Cardiothoracic Surgical Centre,0011i000001xmff,,3 Mount Elizabeth,#17-11 Mount Elizabeth Medical Centre,,228510
Medical & G.E. Clinic,0011i000001xmwi,,3 Mount Elizabeth Road,#13-04 Mount Elizabeth Medical Centre,,228510
Medical & Haematology Clinic,0011i000001xmwc,,3 Mount Elizabeth,#14-18 Mount Elizabeth Medical Centre,,228510
Medical Clinic One,0011i000001xmjV,,3 Mount Elizabeth Road,#17-02 Mount Elizabeth Medical Centre,,228510
Mount Elizabeth Hospital,0011i000001xmjv,,Pharmacy Department,3 Mount Elizabeth Block B Level 2,,228510
Mount Elizabeth Medical Centre - Upper,0011i000001xnWn,,3 Mount Elizabeth,,,228510
N K Chin Chest & Medical Clinic,0011i000001xnLx,,3 Mount Elizabeth,#12-01 Mount Elizabeth Medical Centre,,228510
Nair Cardiac & Medical Centre,0011i000001xn90,,3 Mount Elizabeth,#16-08 Mount Elizabeth Medical Centre,,228510
Neurological Surgery,0011i000001xn87,,3 Mount Elizabeth,#10-10 Mount Elizabeth Medical Centre,,228510
Neuropsychiatry Associates,0011i00000eV10e,,17-16 Mount Elizabeth Medical Centre,3 Mount Elizabeth,,228510
Nexus Surgical Associates,0011i000001xnci,,3 Mount Elizabeth #08-06,Mt Elizabeth Medical Centre,,228510
Nexus Surgical Associates,0011i000001xnVu,,3 Mount Elizabeth #11-02,Mt ELizabeth Medical Centre,,228510
Ng Beng Yeong Psych Medicine Clinic,0011i000001xnHm,,3 Mount Elizabeth #15-05,Mt Elizabeth Medical Centre,,228510
NY Wong Surgery,0011i000001xmkZ,,3 Mount Elizabeth,#09-02 Mount Elizabeth Medical Centre,,228510
"Nyam Colon, Rectal & General Surgery Pte Ltd",0011i000001xn69,,3 Mount Elizabeth,#17-03 Mount Elizabeth Medical Centre,,228510
OG Clinic for Women,0011i000001xnch,,3 Mount Elizabeth Road,#09-06 Mount Elizabeth Medical Centre,,228510
OG Clinic for Women,0011i000001xnBS,,3 Mount Elizabeth Road,#09-06 Mount Elizabeth Medical Centre,,228510
OncoCare Cancer CNTR,0011i00000Xf13q,,3 Mount Elizabeth #17-05,Mount Elizabeth Medical Centre,,228510
Orchard Heart Specialist,0011i000001xnSH,,3 Mount Elizabeth #06-02,Mt Elizabeth Medical Centre,,228510
Orchard Heart Specialist,0011i000001xnSH,,3 Mt Elizabeth #06-06,Mt Elizabeth Medical Centre,,228510
Orthopaedic Associates,0011i000001xmoe,,3 Mount Elizabeth,#16-03/04 Mount Elizabeth Medical Centre,,228510
Orthopaedic Associates,0011i000001xn2u,,3 Mount Elizabeth,#16-03/04 Mount Elizabeth Medical Centre,,228510
Orthopaedic Clinic,0011i000001xnay,,3 Mount Elizabeth Road,#05-07/08 Mount Elizabeth Medical Centre,,228510
Orthopaedic Clinic,0011i000001xndK,,3 Mount Elizabeth Road,#05-07/08 Mount Elizabeth Medical Centre,,228510
Orthopaedic International,0011i000001xnG9,,3 Mt Elizabeth #06-03,Mt Elizabeth Medical Centre,,228510
Orthopaedic Spine & Hand Surgery,0011i000001xnQA,,3 Mount Elizabeth,#03-01/02 Mount Elizabeth Medical Centre,,228510
Osteoporosis Clinic & Orthopaedic Surgery,0011i000001xnYJ,,3 Mount Elizabeth,#14-06 Mount Elizabeth Medical Centre,,228510
P C Teoh Medical & Chest Clinic,0011i000001xmoR,,Mt Elizabeth Medical Centre,3 Mt Elizabeth #13-06,,228510
Parkway Cancer Centre,0011i00000Xf13e,,3 Mount Elizabeth Level 2,Mount Elizabeth Hospital,,228510
Parkway Cancer CNTR,0011i00000Xf13j,,"3 Mount Elizabeth, #13-16/17",Mount Elizabeth Medical Centre,,228510
Peter Eng Endocrine Clinic,0011i000001xnUv,,3 Mount Elizabeth #10-07,Mount Elizabeth Medical Centre,,228510
Philip Eng Respiratory & Medical Clinic,0011i000001xnEX,,3 Mount Elizabeth,#14-14 Mount Elizabeth Medical Centre,,228510
Pillay Ortho Spine & Reconstructive,0011i000001xnCk,,3 Mount Elizabeth,#03-04/05 Mount Elizabeth Medical Centre,,228510
Pinnacle Orthopaedic & Sports Ctr,0011i000001xnH4,,3 Mt Elizabeth #04-07,Mt Elizabeth Medical Centre,,228510
"Pinnacle Orthopaedic, Joint & Sports Ctr",0011i000001xnFJ,,3 Mt Elizabeth #04-07,Mt Elizabeth Medical Ctr,,228510
Prema Raj Liver & General Surgery,0011i000001xmdb,,3 Mt Elizabeth #14-10,Mt Elizabeth Medical Centre,,228510
"Pritams Clinic & Surgery, Ob-Gyn Consultants",0011i000001xnOo,,3 Mount Elizabeth,#12-18 Mount Elizabeth Medical Centre,,228510
Psychiatric Clinic Lim Hsin Loh,0011i000001xnBq,,3 Mount Elizabeth,#15-05 Mount Elizabeth Medical Centre,,228510
Ravi Surgery,0011i000001xnCs,,3 Mount Elizabeth #14-15,Mount Elizabeth Medical Centre,,228510
Richard Chew Surgery,0011i000001xnSl,,3 Mount Elizabeth,#16-09 Mount Elizabeth Medical Centre,,228510
Robless Vascular Surgery,0011i000001xmkd,,3 Mt Elizabeth #13-06,Mt Elizabeth Medical Centre,,228510
Ruth Kam Heart & Arrhythmia Clinic,0011i000001xn3k,,3 Mount Elizabeth Road,#08-06 Mount Elizabeth Medical Centre,,228510
Seow-Choen Colorectal Centre Pte Ltd,0011i000001xmku,,290 Orchard Road #06-06,The Paragon,,228510
Simon Siew Psychological & Med Cl,0011i000001xnU7,,Mt Elizabeth Medical Centre,3 Mt Elizabeth #08-07,,228510
Sung Surgery,0011i000001xnW1,,Mt Elizabeth Medical Centre,3 Mt Elizabeth #11-01,,228510
Surgery A,0011i000001xmtx,,3 Mount Elizabeth,#12-12S Mount Elizabeth Medical Centre,,228510
Surgical Associates,0011i00000X9Nc2,,#08-03 Mount Elizabeth Medical Centre,3 Mount Elizabeth,,228510
Susan Quek Heart Care Clinic,0011i000001xnCp,,3 Mount Elizabeth,#15-14 Mount Elizabeth Medical Centre,,228510
Suwandi-Ko Surgery,0011i000001xmfK,,3 Mount Elizabeth,#10-14 Mount Elizabeth Medical Centre,,228510
Tang Neurology & Medical Clinic,0011i000001xmdU,,3 Mount Elizabeth,#14-01 Mount Elizabeth Medical Centre,,228510
Tanglin Clinic,0011i000001xmd0,,3 Mount Elizabeth,#08-03 Mount Elizabeth Medical Centre,,228510
Tanglin Clinic Pte Ltd,0011i000001xnD8,,3 Mount Elizabeth,#08-03 Mount Elizabeth Medical Centre,,228510
Tay Orthopaedic Clinic,0011i000001xmfT,,3 Mount Elizabeth Road,#13-12 Mount Elizabeth Medical Centre,,228510
"Teoh Colon,Rectum & General Surgery",0011i000001xmoS,,3 Mount Elizabeth,#05-04 Mount Elizabeth Medical Centre,,228510
The Cardiac Centre,0011i000001xnAb,,3 Mount Elizabeth,#17-13/14 Mt Elizabeth Medical Centre,,228510
The Diabetes & Endocrine Clinic,0011i000001xnDO,,3 Mount Elizabeth,#15-18 Mount Elizabeth Medical Centre,,228510
The Endocrine Clinic,0011i000001xn9F,,3 Mt Elizabeth #15-04,Mt Elizabeth Medical Centre,,228510
The Harley Street Heart & Vascular center,0011i00000NqfZX,,Mount Elizabeth medical centre,#11-07,,228510
The Heart & Lung Specialist Clinic,0011i000001xmdm,,3 Mount Elizabeth,#16-06/07 Mount Elizabeth Medical Centre,,228510
The Heart & Vascular Centre,0011i000001xnAV,,3 mt Elizabeth #08-01,Mt Elizabeth Medical Centre,,228510
The Heart & Vascular Centre,0011i000001xnCJ,,3 Mt Elizabeth #08-06,Mt Elizabeth Medical Centre,,228510
The Heart Clinic,0011i000001xn9A,,3 Mount Elizabeth Road,#13-15 Mount Elizabeth Medical Centre,,228510
The Kidney Clinic,0011i000001xml0,,3 Mount Elizabeth#12-09,Mount Elizabeth Medical Centre,,228510
The Lady Gynaecologist,0011i000001xnCy,,3 Mount Elizabeth,#15-16 Mount Elizabeth Medical Centre,,228510
The Pain Specialist,0011i000001xnbF,,3 Mount Elizabeth,#12-15 Mount Elizabeth Medical Centre,,228510
The Singapore Clinic for Kidney Diseases,0011i000001xmvn,,3 Mount Elizabeth #08-01,Mt Elizabeth Medical Centre,,228510
The Singapore Clinic For Kidney Diseases Pte Ltd,0011i000001xnGt,,3 Mount Elizabeth,#08-01 Mount Elizabeth Medical Centre,,228510
Tropical Med & Infectious Diseases,0011i000001xnVq,,3 Mount Elizabeth,#12-09 Mount Elizabeth Medical Centre,,228510
Women Fertility & Fetal Centre,0011i000001xn0i,,3  Mt Elizabeth #11-12,Mt Elizabeth Medical Centre,,228510
Women's Specialist Associates Pte Ltd,0011i000001xmhP,,3 Mount Elizabeth,#14-07/08 Mount Elizabeth Medical Centre,,228510
Women's Specialist Associates Pte Ltd,0011i000001xnCR,,3 Mount Elizabeth,#14-07/08 Mount Elizabeth Medical Centre,,228510
Y C Lee Clinic,0011i000001xn1O,,3 Mt Elizabeth #12-08,Mt Elizabeth Medical Centre,,228510
Yap Chin Kong Gastroenterology,0011i000001xmoo,,3 Mt Elizabeth #13-14,Mount Elizabeth Medical Centre,,228510
Yeow Neurology & Medical Clinic,0011i000001xnWd,,3 Mount Elizabeth Road,#06-05 Mount Elizabeth Medical Centre,,228510
YH Goh Ear Nose Throat Head & Neck Surgery,0011i000001xnRg,,3 Mount Elizabeth,#03-02 Mount Elizabeth Medical Centre,,228510
A & E Department,0011i000001xmk8,,ME Hospital,3 Mt E Road,,228570
A&E Department,0011i000001xn7K,,ME Hospital,3 Mt E Road,,228570
TTLIM Cardiology Pte Ltd.,0011i000001xnHV,,290 Orchard Road #17-10,The Paragon,,233859
Twin City Medical Group,0011i000001xnEq,,1 Kim Seng Promenade,#09-02 Great World City,,237994
Healthy Heart Specialist Centre,0011i00000X6YRM,,111 Somerset Road,"#03-21,22,23,24, Tripleone  Somerset",,238164
Pinnacle Family Clinic,0011i000001xn0m,,240 River Valley Road,,,238297
Orchard Medical Centre,0011i000001xn1U,,9 Penang Road #07-04,Park Mall,,238459
Dr Chan Peng Mun Clinic & Surgery,0011i000001xn9f,,5 Koek Road,#01-23 Cuppage Plaza,,238796
Shenton Medical Group,0011i000001xmy6,,11 Orchard Road B2-01,Dhoby Ghaut MRT Station,,238826
A.M. Pharmacy,0011i000001xmuF,,#04-06 Orchard Plaza,150 Orchard Road,,238841
P S Lui Clinic & Surg For Women,0011i000001xn8t,,150 Orchard Road,#06-19 Orchard Plaza,,238841
P S Medical Clinic,0011i000001xnVt,,150 Orchard Road,#06-19 Orchard Plaza,,238841
Advance Surgical Group,0011i00000X9Nb9,,290 Orchard Road,#18-01 Paragon Medical Tower,Lobby 2 Orchard,238859
290 Orchard Road #08-02,0011i000001xn73,,The Paragon,RadLink Digital Imaging,,238859
290 Orchard Road #10-01,0011i000001xmxR,,Paragon,Japan Green Clinic,,238859
ABC Cllinic,0011i000001xnZW,,2 90 Orchard Road Paragon,#12-01,,238859
Aesthetic Medical Partners Pte Ltd,0011i000001xn9r,,290 Orchard Road,#15-10/12 Paragon Medical Tower,,238859
Ang Yong Guan Psychiatry,0011i000001xn8R,,290 Orchard Road,#11-09 Paragon,,238859
Clinique Suisse,0011i000001xmqC,,290 Orchard Road,#08-01 Paragon,,238859
G Chee Ear Nose Throat Sinus & Dizziness Centre,0011i000001xnLe,,3 Mount Elizabeth,#12-06 Mount Elizabeth Medical Centre,,238859
Healthsense Pte Ltd,0011i000001xnMJ,,290 Orchard Road,#09-07/08 Paragon,,238859
HealthSense Specialist Clinic,0011i000001xn2A,,290 Orchard Road,#09-07/08 Paragon Medical Suites,,238859
Healthy Glow Men & Women's Cl,0011i000001xmrm,,290 Orchard Road,#08-01 Paragon,,238859
Japan Green Clinic,0011i000001xnQJ,,290 Orchard Road,#10-01 Paragon,,238859
Japan Green Clinic,0011i000001xnbp,,290 Orchard Road,#10-01 Paragon,,238859
Japan Green Clinic,0011i000001xnHe,,290 Orchard Road,#10-01 Paragon,,238859
Joint & Cartilage,0011i000001xnMN,,290 Orchard Road #09-09,Paragon,,238859
Pacific Healthcare Specialist Centre,0011i000001xmo7,,290 Orchard Road,#19-01 Paragon,,238859
Pacific Healthcare Specialist Centre,0011i000001xnOK,,290 Orchard Road,#19-01 Paragon,,238859
Pacific Healthcare Specialist Centre,0011i000001xnAT,,290 Orchard Road #09-01,Paragon,,238859
Pacific Specialist Practice,0011i000001xmq0,,290 Orchard Road,#20-01 Paragon,,238859
Ruth Kam Heart & Arrhythmia,0011i000001xnHf,,290 Orchard Road #14-10,Paragon,,238859
S B Soon Clinic & Surgery for Women,0011i000001xmzE,,290 Orchard Road,#16-12 Paragon Medical Tower,,238859
Singapore Medical Specialist Centre,0011i000001xnBW,,290 Orchard Road,#09-23/27 Paragon,,238859
Singapore Medical Specialist Ctr,0011i000001xnA2,,290 Orchard Road,#09-23/27 Paragon,,238859
Singapore Paincare Center,0011i000001xnFt,,290 Orchard Road,#18-03 Paragon,,238859
The Cancer Centre,0011i00000Xf148,,290 Orchard Road #17-05/06,Paragon Medical,,238859
The Vein Clinic & Surgery,0011i000001xmeY,,290 Orchard Road,#11-08 Paragon,,238859
Yeo Seem Huat Psychiatric Clinic Pte Ltd,0011i000001xnX2,,290 Orchard Road,#06-10 Paragon,,238859
Asia Healthpartners Wellness & Aesthetics Centre,0011i000001xnH6,,304 Orchard Road,#05-06 Lucky Plaza,,238863
Centre for Kidney Disease,0011i000001xnFN,,304 Orchard Road #05-23,Lucky Plaza,,238863
Centre For Kidney Diseases Pte Ltd,0011i000001xnZk,,304 Orchard Road #05-23,Lucky Plaza,,238863
The Psychological Medical Practice Pte Ltd,0011i000001xnIS,,304 Orchard Road #05-39,Lucky Plaza,,238863
Shenton Medical Group,0011i000001xmoN,,333 Orchard Road #06-25/26,Mandarin Orchard Singapore,,238867
350 Orchard Road,0011i000001xmc0,,#08-00 Shaw House,Wellness Assessment Centre,,238868
Asiamedic Eye Centre Pte Ltd,0011i000001xnCY,,350 Orchard Road,#08-00 Shaw House,,238868
Asiamedic Limited,0011i000001xmxX,,350 Orchard Road,#08-00 Shaw House,,238868
Clifford Dispensary,0011i000001xmkJ,,350 Orchard Road,#15-03 Shaw House,,238868
Clifford Dispensary,0011i000001xmcc,,350 Orchard Road,#15-03 Shaw House,,238868
Clifford Dispensary Pte Ltd,0011i000001xnAy,,350 Orchard Road,#15-03 Shaw House,,238868
Drs Bain & Partners,0011i000001xnX4,,350 Orchard Road,#15-05/06 Shaw House,,238868
Mel & Partners Drs,0011i000001xnFG,,350 Orchard Road,#15-07 Shaw House,,238868
Mel & Partners Drs Pte Ltd,0011i000001xnTf,,350 Orchard Road,#15-07 Shaw House,,238868
Mel & Partners Drs Pte Ltd,0011i000001xnab,,350 Orchard Road,#15-07 Shaw House,,238868
Wellness Assessment Centre,0011i000001xnFe,,350 Orchard #08-00,Shaw House,,238868
360 Orchard Road #04-06/07,0011i000001xnNp,,International Building,Drs Trythall Hoy Davies(Pte),,238869
Twin City Medical Practice,0011i000001xn5L,,391 Orchard Road #08-07,Ngee Ann City Tower B,,238874
Atlas Medical Clinic Pte Ltd,0011i000001xnEj,,391B Orchard Road #13-10/10A,Ngee Ann City Tower B,,238874
David Tan Medical Aesthetics,0011i000001xn0g,,391B Orchard Road,#09-04 Ngee Ann City Tower B,,238874
Fullerton Health @ Drs Horne CHin & Partners,0011i000001xn8s,,391 Orchard Road #25-01/07/09,Ngee Ann City Tower B,,238874
Fullerton Health @ Drs Horne Chin & Partners,0011i000001xnU6,,391B Orchard Road #25-01/07/08,Ngee Ann City Tower B,,238874
Fullerton Healthcare Group,0011i000001xnAH,,Screening Centre @ Ngee Ann City,391B Orchard Road #25-07,,238874
Fullerton Healthcare Group,0011i000001xnHd,,Screening Centre @ Ngee Ann City,391B Orchard Road #25-07,,238874
Fullerton Healthcare Group,0011i000001xnE5,,391B Orcahrd Road #25-01/07/08,Ngee Ann City Tower B,,238874
400 Orchard Road,0011i000001xnOT,,#03-24 Orchard Towers,Orchard Pharmacy Pte Ltd,,238875
Atria Medical Associates,0011i000001xmce,,435 Orchard Road,#11-05 Wisma Atria,,238877
Cardio-Care Pte Ltd,0011i000001xn8e,,290 Orchard Road #09-11,Paragon,,238877
Cardio-Care Pte Ltd,0011i000001xnDs,,290 Orchard Road #09-11,Paragon,,238877
Calvin Chan Aesthetic & Laser Clinic,0011i000001xmsU,,501 Orchard Road,#05-11 Wheelock Place,,238880
Drs Richard Choo & Partners Pte Ltd,0011i000001xmhg,,541 Orchard Road,#10-02 Liat Tower,,238881
Newcastle Clinic,0011i000001xnc5,,541 Orchard Road,#18-02A Liat Towers,,238881
